mode,axis,story_id,topic_idx,condition,label,direction,strength,margin,delta_margin,judgment_axis,steering_axis,direction_type,random_id,vector_kind
steering,warmth,low_warmth_t008_s00049,8,low_warmth,0,warmth,-0.1,-23.125,-0.1875,warmth,warmth,target,,raw
steering,warmth,low_warmth_t035_s00093,35,low_warmth,0,warmth,-0.1,-21.4375,-1.0,warmth,warmth,target,,raw
steering,warmth,low_warmth_t056_s00129,56,low_warmth,0,warmth,-0.1,-23.5,-0.3125,warmth,warmth,target,,raw
steering,warmth,low_warmth_t057_s00133,57,low_warmth,0,warmth,-0.1,-23.125,-0.4375,warmth,warmth,target,,raw
steering,warmth,low_warmth_t066_s00141,66,low_warmth,0,warmth,-0.1,-23.0,-0.0625,warmth,warmth,target,,raw
steering,warmth,low_warmth_t078_s00165,78,low_warmth,0,warmth,-0.1,-22.375,-0.375,warmth,warmth,target,,raw
steering,warmth,low_warmth_t079_s00169,79,low_warmth,0,warmth,-0.1,-23.5625,-0.4375,warmth,warmth,target,,raw
steering,warmth,low_warmth_t097_s00197,97,low_warmth,0,warmth,-0.1,-23.4375,-0.25,warmth,warmth,target,,raw
steering,warmth,high_warmth_t019_s00004,19,high_warmth,1,warmth,-0.05,22.8125,-0.3125,warmth,warmth,target,,raw
steering,warmth,high_warmth_t003_s00028,3,high_warmth,1,warmth,-0.05,21.75,-0.0625,warmth,warmth,target,,raw
steering,warmth,high_warmth_t008_s00048,8,high_warmth,1,warmth,-0.05,21.875,-0.4375,warmth,warmth,target,,raw
steering,warmth,high_warmth_t035_s00092,35,high_warmth,1,warmth,-0.05,22.0,0.0,warmth,warmth,target,,raw
steering,warmth,high_warmth_t056_s00128,56,high_warmth,1,warmth,-0.05,21.75,0.125,warmth,warmth,target,,raw
steering,warmth,high_warmth_t057_s00132,57,high_warmth,1,warmth,-0.05,21.0,0.0,warmth,warmth,target,,raw
steering,warmth,high_warmth_t066_s00140,66,high_warmth,1,warmth,-0.05,22.0625,0.125,warmth,warmth,target,,raw
steering,warmth,high_warmth_t078_s00164,78,high_warmth,1,warmth,-0.05,21.6875,-0.25,warmth,warmth,target,,raw
steering,warmth,high_warmth_t079_s00168,79,high_warmth,1,warmth,-0.05,21.625,-0.1875,warmth,warmth,target,,raw
steering,warmth,high_warmth_t097_s00196,97,high_warmth,1,warmth,-0.05,22.0,-0.125,warmth,warmth,target,,raw
steering,warmth,low_warmth_t019_s00005,19,low_warmth,0,warmth,-0.05,-23.0625,-0.125,warmth,warmth,target,,raw
steering,warmth,low_warmth_t003_s00029,3,low_warmth,0,warmth,-0.05,-22.5625,-0.0625,warmth,warmth,target,,raw
steering,warmth,low_warmth_t008_s00049,8,low_warmth,0,warmth,-0.05,-23.0625,-0.125,warmth,warmth,target,,raw
steering,warmth,low_warmth_t035_s00093,35,low_warmth,0,warmth,-0.05,-21.0,-0.5625,warmth,warmth,target,,raw
steering,warmth,low_warmth_t056_s00129,56,low_warmth,0,warmth,-0.05,-23.3125,-0.125,warmth,warmth,target,,raw
steering,warmth,low_warmth_t057_s00133,57,low_warmth,0,warmth,-0.05,-22.9375,-0.25,warmth,warmth,target,,raw
steering,warmth,low_warmth_t066_s00141,66,low_warmth,0,warmth,-0.05,-22.875,0.0625,warmth,warmth,target,,raw
steering,warmth,low_warmth_t078_s00165,78,low_warmth,0,warmth,-0.05,-22.4375,-0.4375,warmth,warmth,target,,raw
steering,warmth,low_warmth_t079_s00169,79,low_warmth,0,warmth,-0.05,-23.25,-0.125,warmth,warmth,target,,raw
steering,warmth,low_warmth_t097_s00197,97,low_warmth,0,warmth,-0.05,-23.375,-0.1875,warmth,warmth,target,,raw
steering,warmth,high_warmth_t019_s00004,19,high_warmth,1,warmth,0.0,23.125,0.0,warmth,warmth,target,,raw
steering,warmth,high_warmth_t003_s00028,3,high_warmth,1,warmth,0.0,21.8125,0.0,warmth,warmth,target,,raw
steering,warmth,high_warmth_t008_s00048,8,high_warmth,1,warmth,0.0,22.3125,0.0,warmth,warmth,target,,raw
steering,warmth,high_warmth_t035_s00092,35,high_warmth,1,warmth,0.0,22.0,0.0,warmth,warmth,target,,raw
steering,warmth,high_warmth_t056_s00128,56,high_warmth,1,warmth,0.0,21.625,0.0,warmth,warmth,target,,raw
steering,warmth,high_warmth_t057_s00132,57,high_warmth,1,warmth,0.0,21.0,0.0,warmth,warmth,target,,raw
steering,warmth,high_warmth_t066_s00140,66,high_warmth,1,warmth,0.0,21.9375,0.0,warmth,warmth,target,,raw
steering,warmth,high_warmth_t078_s00164,78,high_warmth,1,warmth,0.0,21.9375,0.0,warmth,warmth,target,,raw
steering,warmth,high_warmth_t079_s00168,79,high_warmth,1,warmth,0.0,21.8125,0.0,warmth,warmth,target,,raw
steering,warmth,high_warmth_t097_s00196,97,high_warmth,1,warmth,0.0,22.125,0.0,warmth,warmth,target,,raw
steering,warmth,low_warmth_t019_s00005,19,low_warmth,0,warmth,0.0,-22.9375,0.0,warmth,warmth,target,,raw
steering,warmth,low_warmth_t003_s00029,3,low_warmth,0,warmth,0.0,-22.5,0.0,warmth,warmth,target,,raw
steering,warmth,low_warmth_t008_s00049,8,low_warmth,0,warmth,0.0,-22.9375,0.0,warmth,warmth,target,,raw
steering,warmth,low_warmth_t035_s00093,35,low_warmth,0,warmth,0.0,-20.4375,0.0,warmth,warmth,target,,raw
steering,warmth,low_warmth_t056_s00129,56,low_warmth,0,warmth,0.0,-23.1875,0.0,warmth,warmth,target,,raw
steering,warmth,low_warmth_t057_s00133,57,low_warmth,0,warmth,0.0,-22.6875,0.0,warmth,warmth,target,,raw
steering,warmth,low_warmth_t066_s00141,66,low_warmth,0,warmth,0.0,-22.9375,0.0,warmth,warmth,target,,raw
steering,warmth,low_warmth_t078_s00165,78,low_warmth,0,warmth,0.0,-22.0,0.0,warmth,warmth,target,,raw
steering,warmth,low_warmth_t079_s00169,79,low_warmth,0,warmth,0.0,-23.125,0.0,warmth,warmth,target,,raw
steering,warmth,low_warmth_t097_s00197,97,low_warmth,0,warmth,0.0,-23.1875,0.0,warmth,warmth,target,,raw
steering,warmth,high_warmth_t019_s00004,19,high_warmth,1,warmth,0.05,23.0,-0.125,warmth,warmth,target,,raw
steering,warmth,high_warmth_t003_s00028,3,high_warmth,1,warmth,0.05,22.1875,0.375,warmth,warmth,target,,raw
steering,warmth,high_warmth_t008_s00048,8,high_warmth,1,warmth,0.05,22.0,-0.3125,warmth,warmth,target,,raw
steering,warmth,high_warmth_t035_s00092,35,high_warmth,1,warmth,0.05,21.75,-0.25,warmth,warmth,target,,raw
steering,warmth,high_warmth_t056_s00128,56,high_warmth,1,warmth,0.05,21.6875,0.0625,warmth,warmth,target,,raw
steering,warmth,high_warmth_t057_s00132,57,high_warmth,1,warmth,0.05,21.0,0.0,warmth,warmth,target,,raw
steering,warmth,high_warmth_t066_s00140,66,high_warmth,1,warmth,0.05,22.125,0.1875,warmth,warmth,target,,raw
steering,warmth,high_warmth_t078_s00164,78,high_warmth,1,warmth,0.05,21.75,-0.1875,warmth,warmth,target,,raw
steering,warmth,high_warmth_t079_s00168,79,high_warmth,1,warmth,0.05,22.0625,0.25,warmth,warmth,target,,raw
steering,warmth,high_warmth_t097_s00196,97,high_warmth,1,warmth,0.05,22.125,0.0,warmth,warmth,target,,raw
steering,warmth,low_warmth_t019_s00005,19,low_warmth,0,warmth,0.05,-22.8125,0.125,warmth,warmth,target,,raw
steering,warmth,low_warmth_t003_s00029,3,low_warmth,0,warmth,0.05,-22.1875,0.3125,warmth,warmth,target,,raw
steering,warmth,low_warmth_t008_s00049,8,low_warmth,0,warmth,0.05,-22.875,0.0625,warmth,warmth,target,,raw
steering,warmth,low_warmth_t035_s00093,35,low_warmth,0,warmth,0.05,-20.65625,-0.21875,warmth,warmth,target,,raw
steering,warmth,low_warmth_t056_s00129,56,low_warmth,0,warmth,0.05,-23.625,-0.4375,warmth,warmth,target,,raw
steering,warmth,low_warmth_t057_s00133,57,low_warmth,0,warmth,0.05,-22.9375,-0.25,warmth,warmth,target,,raw
steering,warmth,low_warmth_t066_s00141,66,low_warmth,0,warmth,0.05,-22.6875,0.25,warmth,warmth,target,,raw
steering,warmth,low_warmth_t078_s00165,78,low_warmth,0,warmth,0.05,-22.0625,-0.0625,warmth,warmth,target,,raw
steering,warmth,low_warmth_t079_s00169,79,low_warmth,0,warmth,0.05,-23.25,-0.125,warmth,warmth,target,,raw
steering,warmth,low_warmth_t097_s00197,97,low_warmth,0,warmth,0.05,-23.1875,0.0,warmth,warmth,target,,raw
steering,warmth,high_warmth_t019_s00004,19,high_warmth,1,warmth,0.1,22.875,-0.25,warmth,warmth,target,,raw
steering,warmth,high_warmth_t003_s00028,3,high_warmth,1,warmth,0.1,21.9375,0.125,warmth,warmth,target,,raw
steering,warmth,high_warmth_t008_s00048,8,high_warmth,1,warmth,0.1,22.5,0.1875,warmth,warmth,target,,raw
steering,warmth,high_warmth_t035_s00092,35,high_warmth,1,warmth,0.1,22.0625,0.0625,warmth,warmth,target,,raw
steering,warmth,high_warmth_t056_s00128,56,high_warmth,1,warmth,0.1,21.625,0.0,warmth,warmth,target,,raw
steering,warmth,high_warmth_t057_s00132,57,high_warmth,1,warmth,0.1,20.75,-0.25,warmth,warmth,target,,raw
steering,warmth,high_warmth_t066_s00140,66,high_warmth,1,warmth,0.1,22.0,0.0625,warmth,warmth,target,,raw
steering,warmth,high_warmth_t078_s00164,78,high_warmth,1,warmth,0.1,21.6875,-0.25,warmth,warmth,target,,raw
steering,warmth,high_warmth_t079_s00168,79,high_warmth,1,warmth,0.1,22.0,0.1875,warmth,warmth,target,,raw
steering,warmth,high_warmth_t097_s00196,97,high_warmth,1,warmth,0.1,21.75,-0.375,warmth,warmth,target,,raw
steering,warmth,low_warmth_t019_s00005,19,low_warmth,0,warmth,0.1,-22.5625,0.375,warmth,warmth,target,,raw
steering,warmth,low_warmth_t003_s00029,3,low_warmth,0,warmth,0.1,-21.96875,0.53125,warmth,warmth,target,,raw
steering,warmth,low_warmth_t008_s00049,8,low_warmth,0,warmth,0.1,-23.0,-0.0625,warmth,warmth,target,,raw
steering,warmth,low_warmth_t035_s00093,35,low_warmth,0,warmth,0.1,-20.3125,0.125,warmth,warmth,target,,raw
steering,warmth,low_warmth_t056_s00129,56,low_warmth,0,warmth,0.1,-23.0,0.1875,warmth,warmth,target,,raw
steering,warmth,low_warmth_t057_s00133,57,low_warmth,0,warmth,0.1,-22.9375,-0.25,warmth,warmth,target,,raw
steering,warmth,low_warmth_t066_s00141,66,low_warmth,0,warmth,0.1,-22.875,0.0625,warmth,warmth,target,,raw
steering,warmth,low_warmth_t078_s00165,78,low_warmth,0,warmth,0.1,-21.75,0.25,warmth,warmth,target,,raw
steering,warmth,low_warmth_t079_s00169,79,low_warmth,0,warmth,0.1,-23.125,0.0,warmth,warmth,target,,raw
steering,warmth,low_warmth_t097_s00197,97,low_warmth,0,warmth,0.1,-23.0,0.1875,warmth,warmth,target,,raw
steering,warmth,high_warmth_t019_s00004,19,high_warmth,1,competence,-0.1,23.375,0.25,warmth,competence,cross_axis,,raw
steering,warmth,high_warmth_t003_s00028,3,high_warmth,1,competence,-0.1,22.125,0.3125,warmth,competence,cross_axis,,raw
steering,warmth,high_warmth_t008_s00048,8,high_warmth,1,competence,-0.1,22.375,0.0625,warmth,competence,cross_axis,,raw
steering,warmth,high_warmth_t035_s00092,35,high_warmth,1,competence,-0.1,22.4375,0.4375,warmth,competence,cross_axis,,raw
steering,warmth,high_warmth_t056_s00128,56,high_warmth,1,competence,-0.1,21.9375,0.3125,warmth,competence,cross_axis,,raw
steering,warmth,high_warmth_t057_s00132,57,high_warmth,1,competence,-0.1,21.1875,0.1875,warmth,competence,cross_axis,,raw
steering,warmth,high_warmth_t066_s00140,66,high_warmth,1,competence,-0.1,22.125,0.1875,warmth,competence,cross_axis,,raw
steering,warmth,high_warmth_t078_s00164,78,high_warmth,1,competence,-0.1,21.75,-0.1875,warmth,competence,cross_axis,,raw
steering,warmth,high_warmth_t079_s00168,79,high_warmth,1,competence,-0.1,21.75,-0.0625,warmth,competence,cross_axis,,raw
steering,warmth,high_warmth_t097_s00196,97,high_warmth,1,competence,-0.1,22.0625,-0.0625,warmth,competence,cross_axis,,raw
steering,warmth,low_warmth_t019_s00005,19,low_warmth,0,competence,-0.1,-23.25,-0.3125,warmth,competence,cross_axis,,raw
steering,warmth,low_warmth_t003_s00029,3,low_warmth,0,competence,-0.1,-23.5,-1.0,warmth,competence,cross_axis,,raw
steering,warmth,low_warmth_t008_s00049,8,low_warmth,0,competence,-0.1,-23.5625,-0.625,warmth,competence,cross_axis,,raw
steering,warmth,low_warmth_t035_s00093,35,low_warmth,0,competence,-0.1,-21.21875,-0.78125,warmth,competence,cross_axis,,raw
steering,warmth,low_warmth_t056_s00129,56,low_warmth,0,competence,-0.1,-23.875,-0.6875,warmth,competence,cross_axis,,raw
steering,warmth,low_warmth_t057_s00133,57,low_warmth,0,competence,-0.1,-23.375,-0.6875,warmth,competence,cross_axis,,raw
steering,warmth,low_warmth_t066_s00141,66,low_warmth,0,competence,-0.1,-23.375,-0.4375,warmth,competence,cross_axis,,raw
steering,warmth,low_warmth_t078_s00165,78,low_warmth,0,competence,-0.1,-22.5625,-0.5625,warmth,competence,cross_axis,,raw
steering,warmth,low_warmth_t079_s00169,79,low_warmth,0,competence,-0.1,-23.6875,-0.5625,warmth,competence,cross_axis,,raw
steering,warmth,low_warmth_t097_s00197,97,low_warmth,0,competence,-0.1,-23.6875,-0.5,warmth,competence,cross_axis,,raw
steering,warmth,high_warmth_t019_s00004,19,high_warmth,1,competence,-0.05,22.9375,-0.1875,warmth,competence,cross_axis,,raw
steering,warmth,high_warmth_t003_s00028,3,high_warmth,1,competence,-0.05,21.9375,0.125,warmth,competence,cross_axis,,raw
steering,warmth,high_warmth_t008_s00048,8,high_warmth,1,competence,-0.05,22.0625,-0.25,warmth,competence,cross_axis,,raw
steering,warmth,high_warmth_t035_s00092,35,high_warmth,1,competence,-0.05,22.375,0.375,warmth,competence,cross_axis,,raw
steering,warmth,high_warmth_t056_s00128,56,high_warmth,1,competence,-0.05,21.75,0.125,warmth,competence,cross_axis,,raw
steering,warmth,high_warmth_t057_s00132,57,high_warmth,1,competence,-0.05,21.0,0.0,warmth,competence,cross_axis,,raw
steering,warmth,high_warmth_t066_s00140,66,high_warmth,1,competence,-0.05,21.9375,0.0,warmth,competence,cross_axis,,raw
steering,warmth,high_warmth_t078_s00164,78,high_warmth,1,competence,-0.05,21.625,-0.3125,warmth,competence,cross_axis,,raw
steering,warmth,high_warmth_t079_s00168,79,high_warmth,1,competence,-0.05,21.9375,0.125,warmth,competence,cross_axis,,raw
steering,warmth,high_warmth_t097_s00196,97,high_warmth,1,competence,-0.05,21.9375,-0.1875,warmth,competence,cross_axis,,raw
steering,warmth,low_warmth_t019_s00005,19,low_warmth,0,competence,-0.05,-23.1875,-0.25,warmth,competence,cross_axis,,raw
steering,warmth,low_warmth_t003_s00029,3,low_warmth,0,competence,-0.05,-23.125,-0.625,warmth,competence,cross_axis,,raw
steering,warmth,low_warmth_t008_s00049,8,low_warmth,0,competence,-0.05,-23.4375,-0.5,warmth,competence,cross_axis,,raw
steering,warmth,low_warmth_t035_s00093,35,low_warmth,0,competence,-0.05,-20.9375,-0.5,warmth,competence,cross_axis,,raw
steering,warmth,low_warmth_t056_s00129,56,low_warmth,0,competence,-0.05,-23.8125,-0.625,warmth,competence,cross_axis,,raw
steering,warmth,low_warmth_t057_s00133,57,low_warmth,0,competence,-0.05,-23.1875,-0.5,warmth,competence,cross_axis,,raw
steering,warmth,low_warmth_t066_s00141,66,low_warmth,0,competence,-0.05,-23.3125,-0.375,warmth,competence,cross_axis,,raw
steering,warmth,low_warmth_t078_s00165,78,low_warmth,0,competence,-0.05,-22.4375,-0.4375,warmth,competence,cross_axis,,raw
steering,warmth,low_warmth_t079_s00169,79,low_warmth,0,competence,-0.05,-23.625,-0.5,warmth,competence,cross_axis,,raw
steering,warmth,low_warmth_t097_s00197,97,low_warmth,0,competence,-0.05,-23.4375,-0.25,warmth,competence,cross_axis,,raw
steering,warmth,high_warmth_t019_s00004,19,high_warmth,1,competence,0.0,23.125,0.0,warmth,competence,cross_axis,,raw
steering,warmth,high_warmth_t003_s00028,3,high_warmth,1,competence,0.0,21.8125,0.0,warmth,competence,cross_axis,,raw
steering,warmth,high_warmth_t008_s00048,8,high_warmth,1,competence,0.0,22.3125,0.0,warmth,competence,cross_axis,,raw
steering,warmth,high_warmth_t035_s00092,35,high_warmth,1,competence,0.0,22.0,0.0,warmth,competence,cross_axis,,raw
steering,warmth,high_warmth_t056_s00128,56,high_warmth,1,competence,0.0,21.625,0.0,warmth,competence,cross_axis,,raw
steering,warmth,high_warmth_t057_s00132,57,high_warmth,1,competence,0.0,21.0,0.0,warmth,competence,cross_axis,,raw
steering,warmth,high_warmth_t066_s00140,66,high_warmth,1,competence,0.0,21.9375,0.0,warmth,competence,cross_axis,,raw
steering,warmth,high_warmth_t078_s00164,78,high_warmth,1,competence,0.0,21.9375,0.0,warmth,competence,cross_axis,,raw
steering,warmth,high_warmth_t079_s00168,79,high_warmth,1,competence,0.0,21.8125,0.0,warmth,competence,cross_axis,,raw
steering,warmth,high_warmth_t097_s00196,97,high_warmth,1,competence,0.0,22.125,0.0,warmth,competence,cross_axis,,raw
steering,warmth,low_warmth_t019_s00005,19,low_warmth,0,competence,0.0,-22.9375,0.0,warmth,competence,cross_axis,,raw
steering,warmth,low_warmth_t003_s00029,3,low_warmth,0,competence,0.0,-22.5,0.0,warmth,competence,cross_axis,,raw
steering,warmth,low_warmth_t008_s00049,8,low_warmth,0,competence,0.0,-22.9375,0.0,warmth,competence,cross_axis,,raw
steering,warmth,low_warmth_t035_s00093,35,low_warmth,0,competence,0.0,-20.4375,0.0,warmth,competence,cross_axis,,raw
steering,warmth,low_warmth_t056_s00129,56,low_warmth,0,competence,0.0,-23.1875,0.0,warmth,competence,cross_axis,,raw
steering,warmth,low_warmth_t057_s00133,57,low_warmth,0,competence,0.0,-22.6875,0.0,warmth,competence,cross_axis,,raw
steering,warmth,low_warmth_t066_s00141,66,low_warmth,0,competence,0.0,-22.9375,0.0,warmth,competence,cross_axis,,raw
steering,warmth,low_warmth_t078_s00165,78,low_warmth,0,competence,0.0,-22.0,0.0,warmth,competence,cross_axis,,raw
steering,warmth,low_warmth_t079_s00169,79,low_warmth,0,competence,0.0,-23.125,0.0,warmth,competence,cross_axis,,raw
steering,warmth,low_warmth_t097_s00197,97,low_warmth,0,competence,0.0,-23.1875,0.0,warmth,competence,cross_axis,,raw
steering,warmth,high_warmth_t019_s00004,19,high_warmth,1,competence,0.05,22.8125,-0.3125,warmth,competence,cross_axis,,raw
steering,warmth,high_warmth_t003_s00028,3,high_warmth,1,competence,0.05,21.5,-0.3125,warmth,competence,cross_axis,,raw
steering,warmth,high_warmth_t008_s00048,8,high_warmth,1,competence,0.05,21.8125,-0.5,warmth,competence,cross_axis,,raw
steering,warmth,high_warmth_t035_s00092,35,high_warmth,1,competence,0.05,21.75,-0.25,warmth,competence,cross_axis,,raw
steering,warmth,high_warmth_t056_s00128,56,high_warmth,1,competence,0.05,21.375,-0.25,warmth,competence,cross_axis,,raw
steering,warmth,high_warmth_t057_s00132,57,high_warmth,1,competence,0.05,20.75,-0.25,warmth,competence,cross_axis,,raw
steering,warmth,high_warmth_t066_s00140,66,high_warmth,1,competence,0.05,21.625,-0.3125,warmth,competence,cross_axis,,raw
steering,warmth,high_warmth_t078_s00164,78,high_warmth,1,competence,0.05,21.1875,-0.75,warmth,competence,cross_axis,,raw
steering,warmth,high_warmth_t079_s00168,79,high_warmth,1,competence,0.05,21.375,-0.4375,warmth,competence,cross_axis,,raw
steering,warmth,high_warmth_t097_s00196,97,high_warmth,1,competence,0.05,21.6875,-0.4375,warmth,competence,cross_axis,,raw
steering,warmth,low_warmth_t019_s00005,19,low_warmth,0,competence,0.05,-22.3125,0.625,warmth,competence,cross_axis,,raw
steering,warmth,low_warmth_t003_s00029,3,low_warmth,0,competence,0.05,-22.125,0.375,warmth,competence,cross_axis,,raw
steering,warmth,low_warmth_t008_s00049,8,low_warmth,0,competence,0.05,-22.8125,0.125,warmth,competence,cross_axis,,raw
steering,warmth,low_warmth_t035_s00093,35,low_warmth,0,competence,0.05,-20.28125,0.15625,warmth,competence,cross_axis,,raw
steering,warmth,low_warmth_t056_s00129,56,low_warmth,0,competence,0.05,-22.875,0.3125,warmth,competence,cross_axis,,raw
steering,warmth,low_warmth_t057_s00133,57,low_warmth,0,competence,0.05,-22.625,0.0625,warmth,competence,cross_axis,,raw
steering,warmth,low_warmth_t066_s00141,66,low_warmth,0,competence,0.05,-22.6875,0.25,warmth,competence,cross_axis,,raw
steering,warmth,low_warmth_t078_s00165,78,low_warmth,0,competence,0.05,-21.875,0.125,warmth,competence,cross_axis,,raw
steering,warmth,low_warmth_t079_s00169,79,low_warmth,0,competence,0.05,-22.9375,0.1875,warmth,competence,cross_axis,,raw
steering,warmth,low_warmth_t097_s00197,97,low_warmth,0,competence,0.05,-23.1875,0.0,warmth,competence,cross_axis,,raw
steering,warmth,high_warmth_t019_s00004,19,high_warmth,1,competence,0.1,22.5,-0.625,warmth,competence,cross_axis,,raw
steering,warmth,high_warmth_t003_s00028,3,high_warmth,1,competence,0.1,21.25,-0.5625,warmth,competence,cross_axis,,raw
steering,warmth,high_warmth_t008_s00048,8,high_warmth,1,competence,0.1,21.5,-0.8125,warmth,competence,cross_axis,,raw
steering,warmth,high_warmth_t035_s00092,35,high_warmth,1,competence,0.1,21.25,-0.75,warmth,competence,cross_axis,,raw
steering,warmth,high_warmth_t056_s00128,56,high_warmth,1,competence,0.1,21.125,-0.5,warmth,competence,cross_axis,,raw
steering,warmth,high_warmth_t057_s00132,57,high_warmth,1,competence,0.1,20.25,-0.75,warmth,competence,cross_axis,,raw
steering,warmth,high_warmth_t066_s00140,66,high_warmth,1,competence,0.1,21.3125,-0.625,warmth,competence,cross_axis,,raw
steering,warmth,high_warmth_t078_s00164,78,high_warmth,1,competence,0.1,20.9375,-1.0,warmth,competence,cross_axis,,raw
steering,warmth,high_warmth_t079_s00168,79,high_warmth,1,competence,0.1,21.25,-0.5625,warmth,competence,cross_axis,,raw
steering,warmth,high_warmth_t097_s00196,97,high_warmth,1,competence,0.1,21.25,-0.875,warmth,competence,cross_axis,,raw
steering,warmth,low_warmth_t019_s00005,19,low_warmth,0,competence,0.1,-22.1875,0.75,warmth,competence,cross_axis,,raw
steering,warmth,low_warmth_t003_s00029,3,low_warmth,0,competence,0.1,-21.4375,1.0625,warmth,competence,cross_axis,,raw
steering,warmth,low_warmth_t008_s00049,8,low_warmth,0,competence,0.1,-22.375,0.5625,warmth,competence,cross_axis,,raw
steering,warmth,low_warmth_t035_s00093,35,low_warmth,0,competence,0.1,-19.84375,0.59375,warmth,competence,cross_axis,,raw
steering,warmth,low_warmth_t056_s00129,56,low_warmth,0,competence,0.1,-22.5,0.6875,warmth,competence,cross_axis,,raw
steering,warmth,low_warmth_t057_s00133,57,low_warmth,0,competence,0.1,-22.25,0.4375,warmth,competence,cross_axis,,raw
steering,warmth,low_warmth_t066_s00141,66,low_warmth,0,competence,0.1,-22.5,0.4375,warmth,competence,cross_axis,,raw
steering,warmth,low_warmth_t078_s00165,78,low_warmth,0,competence,0.1,-21.5,0.5,warmth,competence,cross_axis,,raw
steering,warmth,low_warmth_t079_s00169,79,low_warmth,0,competence,0.1,-22.6875,0.4375,warmth,competence,cross_axis,,raw
steering,warmth,low_warmth_t097_s00197,97,low_warmth,0,competence,0.1,-22.25,0.9375,warmth,competence,cross_axis,,raw
