name,human_warm,human_competent,study,n_raters,model_warmth,model_competence,callback_margin
amy,66.95566502463055,63.857142857142854,flake_leasure,203,-1.346061110496521,-0.1677083969116211,-2.0625
amy rasmussen,54.53,66.33,nunley,100,-1.2190699577331543,-0.18481597304344177,-1.9375
amy wang,56.333333333333336,65.83333333333333,oreopoulos,6,-1.3750650882720947,-0.1616109311580658,-2.0
amy wood,67.60975609756098,66.70731707317073,gorzig,41,-1.3659560680389404,-0.17334303259849548,-1.9375
andre robinson,57.0,57.86274509803921,gorzig,51,-1.4301562309265137,-0.1880090832710266,-2.0
andrew,62.0,38.0,neumark,1,-1.3825631141662598,-0.19581818580627441,-2.0625
angela,57.495049504950494,61.68316831683168,farber,101,-1.3401439189910889,-0.17217135429382324,-2.0625
anne,66.0228013029316,65.8295081967213,bertrand,307,-1.355825424194336,-0.1754821538925171,-1.875
anthony,51.0,63.5,neumark,2,-1.3611773252487183,-0.15223920345306396,-2.125
antwan,44.45544554455446,43.76237623762376,flake_leasure,202,-1.2612074613571167,-0.17561522126197815,-1.875
arjun kumar,42.6875,64.375,oreopoulos,16,-1.2477188110351562,-0.08965268731117249,-2.1875
ashley,82.0,79.0,neumark,1,-1.3548049926757812,-0.18039816617965698,-2.0
asif sheikh,49.714285714285715,60.714285714285715,oreopoulos,7,-1.2725927829742432,-0.15557503700256348,-2.0625
austin,55.5,83.5,neumark,2,-1.346019983291626,-0.18047913908958435,-2.0625
ava,37.333333333333336,42.0,neumark,3,-1.3497580289840698,-0.1436067521572113,-2.1875
babara,18.0,10.0,neumark,1,-1.2744531631469727,-0.1578921377658844,-1.8125
barbara,45.5,73.5,neumark,2,-1.3545900583267212,-0.1609465479850769,-2.0625
bill zhang,49.88235294117647,65.52941176470588,oreopoulos,17,-1.3987329006195068,-0.17735108733177185,-2.1875
brad,55.3125,58.786184210526315,bertrand,304,-1.3521718978881836,-0.1994277536869049,-1.9375
bradley,59.0,64.7128712871287,flake_leasure,202,-1.3595125675201416,-0.18833625316619873,-2.0625
brandom,36.0,36.0,neumark,3,-1.3067607879638672,-0.18866193294525146,-1.8125
brandon,35.0,35.0,neumark,1,-1.348405361175537,-0.17299389839172363,-2.0
brenda,59.0,49.0,neumark,1,-1.352428674697876,-0.17618286609649658,-2.0
brendan,58.33550488599349,62.472312703583064,bertrand,307,-1.3319897651672363,-0.1738719940185547,-2.0625
brett,56.693811074918564,59.928338762214985,bertrand,307,-1.3262051343917847,-0.1853685975074768,-1.9375
brianna,41.5,21.5,neumark,2,-1.244415283203125,-0.13539254665374756,-2.0625
carol,75.0,53.0,neumark,1,-1.3234931230545044,-0.1684625744819641,-2.0625
carolyn,75.33333333333333,64.66666666666667,neumark,3,-1.3358899354934692,-0.17896905541419983,-1.9375
carrie,61.97394136807818,61.45928338762215,bertrand,307,-1.3417718410491943,-0.17427632212638855,-2.0
carrie johnson,63.07843137254902,63.23529411764706,jacquemet,51,-1.4181396961212158,-0.19574329257011414,-1.9375
carrie martin,71.08333333333333,67.25,oreopoulos,12,-1.3821426630020142,-0.18138405680656433,-1.9375
chad,53.396039603960396,56.10891089108911,flake_leasure,202,-1.3396323919296265,-0.19729286432266235,-2.0
chales,47.666666666666664,53.333333333333336,neumark,3,-1.3447003364562988,-0.16257455945014954,-2.0
charles,59.0,80.5,neumark,2,-1.3594084978103638,-0.1613231599330902,-2.1875
chaudhry mohammad,42.125,59.125,oreopoulos,8,-1.070160984992981,-0.0874667763710022,-2.25
chloe,38.5,31.0,neumark,2,-1.3390228748321533,-0.15393835306167603,-2.125
christina,71.0,69.0,neumark,1,-1.338672161102295,-0.1564021110534668,-2.125
chritine,46.5,25.5,neumark,2,-1.2353241443634033,-0.10632768273353577,-1.8125
chrostopher,42.0,65.0,neumark,2,-1.0949820280075073,-0.14045220613479614,-2.0625
claire kruger,49.97,65.54,nunley,100,-1.3215957880020142,-0.1534556746482849,-2.0
cody baker,53.58,61.5,nunley,100,-1.4295711517333984,-0.1767669916152954,-2.0
courtney,36.5,83.0,neumark,2,-1.329172134399414,-0.14844894409179688,-2.1875
cynthia,50.5,60.25,neumark,4,-1.3457987308502197,-0.16561728715896606,-2.25
daniel,55.0,65.5,neumark,2,-1.3545241355895996,-0.15175625681877136,-2.1875
danielle,75.0,58.0,neumark,2,-1.365512728691101,-0.1630004346370697,-2.125
darius jackson,49.46296296296296,55.851851851851855,gorzig,54,-1.3640494346618652,-0.1860947608947754,-2.125
darnell,49.95454545454545,52.672077922077925,bertrand,308,-1.2872536182403564,-0.21923425793647766,-1.9375
david,56.0,63.0,neumark,1,-1.3756638765335083,-0.19259002804756165,-2.125
david schmitt,52.80555555555556,69.47222222222223,widner,36,-1.2554514408111572,-0.1507406234741211,-1.9375
dawn,74.0,51.5,neumark,2,-1.3347692489624023,-0.18723249435424805,-1.875
deandre washington,44.25,47.2,nunley,100,-1.3319854736328125,-0.18924134969711304,-2.0625
deborah,42.5,59.5,neumark,2,-1.357223391532898,-0.14932706952095032,-2.125
debra,46.0,53.5,neumark,4,-1.300342321395874,-0.18321913480758667,-1.875
dennis,37.5,38.0,neumark,2,-1.3670966625213623,-0.19884750247001648,-2.1875
deshawn jefferson,45.4,45.85,nunley,100,-1.2634941339492798,-0.2274792492389679,-2.1875
diane,50.0,65.0,neumark,1,-1.4065537452697754,-0.18615582585334778,-2.1875
donald,12.0,40.0,neumark,1,-1.3502812385559082,-0.21510285139083862,-2.1875
dong liu,50.22222222222222,63.22222222222222,oreopoulos,18,-1.4205012321472168,-0.207808256149292,-2.1875
donna,57.883495145631066,59.699029126213595,farber,103,-1.3578346967697144,-0.18380719423294067,-2.0625
donnell,50.396039603960396,48.42574257425743,flake_leasure,202,-1.2573482990264893,-0.18454089760780334,-2.0625
dorothy,70.0,72.0,neumark,1,-1.3486171960830688,-0.17920330166816711,-2.25
dziella lousaper,49.72649572649573,52.82051282051282,jacquemet,117,-1.1005055904388428,-0.17377403378486633,-2.4375
ebony,51.80065359477124,49.669934640522875,bertrand,306,-1.347181797027588,-0.1470698118209839,-1.9375
ebony booker,49.16,49.73,nunley,100,-1.4072089195251465,-0.15882864594459534,-2.0625
ebony williams,61.76470588235294,60.88235294117647,jacquemet,51,-1.4081640243530273,-0.1529969573020935,-2.0625
edona sanastroug,40.53191489361702,45.702127659574465,jacquemet,47,-1.0610147714614868,-0.14487746357917786,-2.25
edona sanatroug,58.22222222222222,65.47619047619048,jacquemet,63,-1.068606972694397,-0.13306888937950134,-2.125
edward,57.666666666666664,73.33333333333333,neumark,3,-1.3767938613891602,-0.17406827211380005,-2.1875
emily,66.26384364820846,64.90228013029316,bertrand,307,-1.352698802947998,-0.16297712922096252,-2.0625
emily brown,76.28571428571429,70.42857142857143,oreopoulos,14,-1.377152681350708,-0.1729225516319275,-2.125
emma,77.66666666666667,68.33333333333333,neumark,3,-1.3346563577651978,-0.16587063670158386,-2.0625
eric wang,52.46153846153846,80.3076923076923,oreopoulos,13,-1.4149349927902222,-0.17277416586875916,-2.0
erin,64.1980198019802,63.0,flake_leasure,202,-1.3317084312438965,-0.1596449315547943,-2.0
ethan,30.333333333333332,68.0,neumark,3,-1.3657418489456177,-0.16451233625411987,-2.125
fang wang,53.5,62.25,oreopoulos,12,-1.3875007629394531,-0.19165775179862976,-2.1875
fathia hassan,44.67307692307692,43.42307692307692,gorzig,52,-1.2165417671203613,-0.15485265851020813,-2.25
fatima sheikh,53.666666666666664,42.888888888888886,oreopoulos,9,-1.2572441101074219,-0.14805805683135986,-2.0
frank,37.166666666666664,51.333333333333336,neumark,6,-1.3649991750717163,-0.18630382418632507,-2.0625
gadarine besnik,49.26086956521739,57.02608695652174,jacquemet,115,-1.1958322525024414,-0.14726799726486206,-2.3125
geoffrey,53.003246753246756,63.22402597402598,bertrand,308,-1.377132534980774,-0.16329646110534668,-2.1875
george,50.0,54.0,neumark,1,-1.3724628686904907,-0.18886160850524902,-2.0625
greg,58.03583061889251,63.557003257328994,bertrand,307,-1.3637158870697021,-0.18423137068748474,-2.0625
greg johnson,70.71428571428571,78.42857142857143,oreopoulos,14,-1.4386945962905884,-0.20223146677017212,-2.0625
hakim,45.57516339869281,50.95424836601307,bertrand,306,-1.1919200420379639,-0.1240047812461853,-2.0
hannah,76.0,72.0,neumark,2,-1.345123291015625,-0.17282018065452576,-2.0
hassan khan,45.22222222222222,55.333333333333336,oreopoulos,9,-1.3978317975997925,-0.18830415606498718,-2.125
heather,62.20065789473684,58.67763157894737,farber,304,-1.3502323627471924,-0.19253259897232056,-2.0625
hina chaudhry,48.666666666666664,56.22222222222222,oreopoulos,9,-1.0898948907852173,-0.13895174860954285,-2.125
imani williams,55.170731707317074,51.09756097560975,gorzig,41,-1.314740538597107,-0.141686350107193,-1.875
isabella,55.5,59.5,neumark,2,-1.2409461736679077,-0.1346305012702942,-2.0
jack li,51.1875,73.5,oreopoulos,16,-1.3765565156936646,-0.17455773055553436,-2.125
jacob,59.27450980392157,64.61274509803921,flake_leasure,204,-1.3618444204330444,-0.2026016116142273,-2.125
jacob myers,54.61702127659574,66.70212765957447,gorzig,47,-1.4189305305480957,-0.20564284920692444,-2.25
jake kelly,51.22,63.91,nunley,100,-1.4346476793289185,-0.20723441243171692,-2.125
jalen harris,56.093023255813954,55.372093023255815,gorzig,43,-1.3572309017181396,-0.1517830789089203,-2.0
jamal,48.56535947712418,50.31372549019608,bertrand,306,-1.3969589471817017,-0.18704405426979065,-2.25
james liu,60.111111111111114,73.16666666666667,oreopoulos,18,-1.3976287841796875,-0.14607590436935425,-2.1875
james yoder,64.37209302325581,73.5813953488372,widner,43,-1.3264014720916748,-0.17478272318840027,-2.0
janet,75.0,73.0,neumark,1,-1.3705809116363525,-0.183574378490448,-2.0625
janice,48.08,57.77,farber,100,-1.2997163534164429,-0.15199977159500122,-1.9375
jasmine washington,64.27619047619048,62.63809523809524,jacquemet,105,-1.3788573741912842,-0.15243646502494812,-2.0625
jason,58.416666666666664,66.18137254901961,flake_leasure,204,-1.399789571762085,-0.1838214099407196,-2.125
jay,56.039087947882734,60.045901639344265,bertrand,307,-1.330580711364746,-0.16567817330360413,-2.0625
jeffrey,46.0,26.0,neumark,1,-1.3976707458496094,-0.17817968130111694,-2.25
jennifer,64.44262295081967,60.295081967213115,farber,305,-1.3917680978775024,-0.17963328957557678,-2.125
jennifer li,52.38461538461539,65.46153846153847,oreopoulos,13,-1.3863532543182373,-0.13476967811584473,-2.0
jeremy,58.198019801980195,63.0,flake_leasure,202,-1.383102536201477,-0.18874603509902954,-2.1875
jermaine,49.74918566775244,51.16938110749186,bertrand,307,-1.231419324874878,-0.19602864980697632,-2.125
jerry,57.5,42.5,neumark,2,-1.3848662376403809,-0.21150949597358704,-2.375
jill,60.932038834951456,60.8252427184466,bertrand,309,-1.3651342391967773,-0.19679108262062073,-2.0625
jill wilson,61.93333333333333,69.93333333333334,oreopoulos,15,-1.4144821166992188,-0.21784624457359314,-2.1875
jilue,52.5,46.0,neumark,2,-1.1954673528671265,-0.12795841693878174,-2.125
joan,53.48514851485149,62.75247524752475,farber,101,-1.368114948272705,-0.1893828809261322,-2.125
john,44.0,28.0,neumark,1,-1.3813889026641846,-0.20009061694145203,-2.0
john martin,63.833333333333336,80.25,oreopoulos,12,-1.4043712615966797,-0.20456179976463318,-2.125
john mueller,55.275,71.65,widner,40,-1.4032572507858276,-0.19826477766036987,-1.875
jonathan,63.5,54.5,neumark,4,-1.351207971572876,-0.15260383486747742,-2.125
jonathon,67.0,65.0,neumark,1,-1.3358711004257202,-0.1772821545600891,-2.0
joseph,42.5,37.5,neumark,2,-1.3181670904159546,-0.18472307920455933,-2.125
joshua,62.689655172413794,66.54187192118226,flake_leasure,203,-1.3537306785583496,-0.1698940396308899,-2.1875
joyce,54.0,65.0,neumark,1,-1.3513613939285278,-0.18293321132659912,-2.1875
judith,25.0,65.0,neumark,1,-1.3491270542144775,-0.15229913592338562,-2.25
judy,24.0,16.0,neumark,1,-1.3557443618774414,-0.17423534393310547,-2.125
julie,68.24630541871922,62.12807881773399,flake_leasure,203,-1.3598041534423828,-0.19240924715995789,-2.0625
justin,61.204878048780486,63.31707317073171,flake_leasure,205,-1.3186461925506592,-0.15989136695861816,-2.0625
kareem,49.09120521172638,52.188925081433226,bertrand,307,-1.2424836158752441,-0.12847638130187988,-2.0625
karen,40.0,35.0,neumark,1,-1.3593884706497192,-0.17053762078285217,-2.0625
kayla,86.0,84.0,neumark,1,-1.2716847658157349,-0.17073401808738708,-1.875
keisha,51.36363636363637,48.57142857142857,bertrand,308,-1.2276506423950195,-0.12699326872825623,-2.0
kenneth,68.75,56.5,neumark,4,-1.3554036617279053,-0.1578693687915802,-2.3125
kenya,54.571895424836605,53.05555555555556,bertrand,306,-1.3094768524169922,-0.16724836826324463,-1.875
kevin,61.0,21.0,neumark,1,-1.3357360363006592,-0.16718590259552002,-2.125
khalid bahdoon,33.148936170212764,40.851063829787236,gorzig,47,-1.1376819610595703,-0.1797451674938202,-2.25
kimberely,49.333333333333336,62.0,neumark,3,-1.322371482849121,-0.1783757209777832,-1.9375
kimberley,60.0,60.0,neumark,1,-1.2702713012695312,-0.1604960858821869,-1.9375
kimberly,40.0,38.0,neumark,1,-1.3752058744430542,-0.16738265752792358,-2.0625
kristen,63.251633986928105,61.87581699346405,bertrand,306,-1.336927056312561,-0.14664554595947266,-2.0
kristen smith,69.78846153846153,65.78846153846153,jacquemet,52,-1.387324571609497,-0.14542648196220398,-2.125
kyle,58.5,58.5,neumark,2,-1.3643262386322021,-0.19259965419769287,-2.125
kyler,82.0,33.0,neumark,2,-1.1935110092163086,-0.11811250448226929,-1.9375
lakeisha,44.53465346534654,40.31683168316832,flake_leasure,202,-1.2790025472640991,-0.16972288489341736,-1.9375
lakesha,45.71287128712871,42.12,flake_leasure,202,-1.2336150407791138,-0.1713005006313324,-1.875
lakisha,49.077922077922075,46.756493506493506,bertrand,308,-1.2004263401031494,-0.1738404631614685,-1.9375
lakisha jones,49.88,45.32,jacquemet,50,-1.2452712059020996,-0.17514610290527344,-2.0625
lamar,46.51,47.45,flake_leasure,200,-1.3622201681137085,-0.18677863478660583,-2.125
lamont,46.45544554455446,48.06930693069307,flake_leasure,202,-1.239038109779358,-0.15676850080490112,-2.0
larry,50.0,63.5,neumark,2,-1.3855705261230469,-0.21305015683174133,-2.125
lashonda,46.12871287128713,42.91089108910891,flake_leasure,202,-1.2316817045211792,-0.14827960729599,-1.9375
latasha,46.118811881188115,42.257425742574256,flake_leasure,202,-1.2097381353378296,-0.1381106972694397,-1.9375
latisha,44.584158415841586,42.68,flake_leasure,202,-1.2393006086349487,-0.13831228017807007,-2.0625
latonya,50.06818181818182,46.77922077922078,bertrand,308,-1.236562728881836,-0.12892967462539673,-2.0625
latoya,50.02287581699346,49.509803921568626,bertrand,306,-1.2379215955734253,-0.14466243982315063,-2.0625
latoya brown,58.2,55.2,jacquemet,40,-1.3006854057312012,-0.15692782402038574,-2.125
lauren,62.80392156862745,60.38235294117647,farber,102,-1.3079438209533691,-0.1466628611087799,-1.875
laurie,62.87908496732026,61.77124183006536,bertrand,306,-1.3458967208862305,-0.18867766857147217,-2.0625
laurie anderson,68.0,69.22,jacquemet,50,-1.3410470485687256,-0.14407587051391602,-1.875
lawanda,45.06930693069307,40.475247524752476,flake_leasure,202,-1.2694411277770996,-0.18187016248703003,-2.0
lei li,64.66666666666667,76.88888888888889,oreopoulos,18,-1.3424350023269653,-0.13909310102462769,-2.0625
leroy,51.60655737704918,53.50491803278688,bertrand,305,-1.2682398557662964,-0.18880274891853333,-2.125
linda,55.10679611650485,64.03883495145631,farber,103,-1.3611648082733154,-0.17687329649925232,-2.0
lisa,54.0,53.666666666666664,neumark,3,-1.3556617498397827,-0.1657842993736267,-2.125
lori,63.417910447761194,59.48756218905473,flake_leasure,201,-1.364633560180664,-0.17667552828788757,-1.9375
lucas peterson,59.8,73.25,gorzig,60,-1.397597074508667,-0.16176441311836243,-2.1875
lukas minsopoulos,58.8,67.4,oreopoulos,10,-1.1436299085617065,-0.165682852268219,-2.1875
mack,61.5,61.0,neumark,2,-1.3165348768234253,-0.17622071504592896,-2.125
mamuud irshad,36.14545454545455,46.70909090909091,widner,55,-1.0779129266738892,-0.14726996421813965,-2.4375
margaret,45.0,78.0,neumark,1,-1.3261542320251465,-0.17561322450637817,-2.125
mark,67.0,73.0,neumark,2,-1.3560302257537842,-0.14120453596115112,-2.0625
marquis,47.32673267326733,46.7029702970297,flake_leasure,202,-1.2317664623260498,-0.08845755457878113,-1.8125
mary,66.05940594059406,63.663366336633665,farber,101,-1.325117588043213,-0.1752975583076477,-2.125
matthew,59.8051948051948,67.13311688311688,bertrand,308,-1.3473732471466064,-0.1712268590927124,-2.0625
matthew wilson,69.42857142857143,74.57142857142857,oreopoulos,14,-1.4204051494598389,-0.18717539310455322,-2.125
maurice,52.0,52.68316831683168,flake_leasure,202,-1.3497791290283203,-0.19128257036209106,-2.1875
may,46.0,56.5,neumark,2,-1.3214255571365356,-0.17206689715385437,-1.875
maya kumar,65.9,71.9,oreopoulos,10,-1.3431018590927124,-0.11854976415634155,-2.0
megan,55.0,71.0,neumark,1,-1.3548269271850586,-0.17548421025276184,-2.0625
melissa,87.5,76.5,neumark,2,-1.3557113409042358,-0.16632482409477234,-2.0625
meredith,63.19607843137255,63.254901960784316,bertrand,306,-1.3378463983535767,-0.165072500705719,-1.9375
meredith miller,64.31372549019608,67.19607843137256,jacquemet,51,-1.3834059238433838,-0.15772634744644165,-1.875
michael schwartz,51.76086956521739,77.34782608695652,widner,46,-1.424557089805603,-0.16270452737808228,-2.0
michael smith,76.75,79.625,oreopoulos,8,-1.4260410070419312,-0.1911378800868988,-2.0625
michell,15.0,55.0,neumark,1,-1.2280811071395874,-0.129559725522995,-1.9375
michelle,37.5,35.0,neumark,2,-1.368747591972351,-0.17161574959754944,-2.0625
michelle wang,47.5,67.5,oreopoulos,4,-1.3914088010787964,-0.15191391110420227,-2.0
min liu,56.75,64.375,oreopoulos,8,-1.365990161895752,-0.17075687646865845,-2.0625
misty,60.59405940594059,50.663366336633665,flake_leasure,202,-1.2600699663162231,-0.2040577232837677,-1.9375
monica liu,62.57142857142857,68.71428571428571,oreopoulos,14,-1.4125146865844727,-0.13814622163772583,-2.125
na li,46.55555555555556,51.666666666666664,oreopoulos,9,-1.3319339752197266,-0.14871746301651,-2.0625
nancy,35.0,40.0,neumark,1,-1.367672324180603,-0.16517364978790283,-2.0625
natalie,61.0,49.0,neumark,1,-1.350867748260498,-0.18266215920448303,-2.0625
nathan,61.92537313432836,67.57711442786069,flake_leasure,201,-1.3414790630340576,-0.1691674292087555,-2.0
neil,55.86601307189542,65.47368421052632,bertrand,306,-1.3594779968261719,-0.1725004017353058,-2.1875
nia jackson,59.58620689655172,57.06896551724138,gorzig,58,-1.2871482372283936,-0.1563464105129242,-2.0
nicole minsopoulos,62.357142857142854,64.57142857142857,oreopoulos,14,-1.252125859260559,-0.16748976707458496,-2.0
pamela,29.333333333333332,42.0,neumark,3,-1.3720464706420898,-0.17785224318504333,-2.125
panav singh,42.388888888888886,62.5,oreopoulos,18,-1.1753017902374268,-0.1486436426639557,-2.0625
patrice,55.89108910891089,52.26732673267327,flake_leasure,202,-1.2557374238967896,-0.15751436352729797,-1.9375
patricia,36.0,46.0,neumark,2,-1.3597173690795898,-0.16276901960372925,-2.25
paul,75.0,74.0,neumark,1,-1.357254147529602,-0.18616527318954468,-2.1875
phillips,20.0,17.0,neumark,1,-1.4231739044189453,-0.2103034257888794,-2.0
priyanka kaur,52.77777777777778,61.888888888888886,oreopoulos,9,-1.0969529151916504,-0.10603645443916321,-2.25
qahhar kazim,30.65,45.175,widner,40,-0.9709745049476624,-0.11239230632781982,-2.3125
rabab saeed,38.2,54.6,oreopoulos,10,-1.1628179550170898,-0.1530587375164032,-2.0625
rachel,65.0,60.0,neumark,1,-1.3556058406829834,-0.17113003134727478,-2.0625
rahul kaur,47.30769230769231,60.61538461538461,oreopoulos,13,-1.2909470796585083,-0.14014750719070435,-2.25
rasheed,46.14657980456026,52.09771986970684,bertrand,307,-1.2219338417053223,-0.15764105319976807,-2.0625
rebecca,64.29850746268657,60.681592039801,flake_leasure,201,-1.3337029218673706,-0.13127988576889038,-2.0625
reginald,50.663366336633665,64.0,flake_leasure,202,-1.1993048191070557,-0.1807250678539276,-2.0625
richard,6.0,4.0,neumark,1,-1.3645508289337158,-0.16527366638183594,-2.1875
robert,72.0,61.5,neumark,4,-1.367437481880188,-0.16788452863693237,-2.125
robert krueger,46.63414634146341,69.73170731707317,widner,41,-1.2803335189819336,-0.16357719898223877,-2.0
roderick,48.881188118811885,55.415841584158414,flake_leasure,202,-1.2032456398010254,-0.1224108338356018,-2.125
rose,71.58,62.75,farber,100,-1.312338948249817,-0.14845123887062073,-2.125
ryan,63.333333333333336,66.66666666666667,neumark,3,-1.3585519790649414,-0.15878379344940186,-2.0
samantha,47.0,51.0,neumark,1,-1.3642535209655762,-0.16243970394134521,-2.25
samir sharma,48.23076923076923,65.07692307692308,oreopoulos,13,-1.3191614151000977,-0.19356000423431396,-2.125
sana khan,62.642857142857146,68.57142857142857,oreopoulos,14,-1.308685064315796,-0.16986200213432312,-1.8125
sandra,80.0,90.0,neumark,1,-1.3592424392700195,-0.18490281701087952,-2.1875
sarah,64.34868421052632,65.13486842105263,bertrand,304,-1.3532509803771973,-0.18048176169395447,-2.125
sarah davis,66.27083333333333,62.979166666666664,jacquemet,48,-1.393757700920105,-0.18740031123161316,-2.0625
scott,60.49009900990099,66.33168316831683,flake_leasure,202,-1.3649768829345703,-0.19618889689445496,-2.0625
shakir imtiaz,39.34782608695652,43.08695652173913,widner,46,-1.0819790363311768,-0.14075309038162231,-2.25
shannon,53.19,57.03,farber,100,-1.349624752998352,-0.1673344373703003,-2.0625
sharon,39.0,45.0,neumark,1,-1.3502748012542725,-0.17243188619613647,-2.0625
shirley,69.0,48.5,neumark,2,-1.3435273170471191,-0.18462520837783813,-2.1875
shreya sharma,56.42857142857143,62.785714285714285,oreopoulos,14,-1.158337116241455,-0.08820265531539917,-2.125
sofiko kushtrim,52.027027027027025,57.846846846846844,jacquemet,111,-1.0590163469314575,-0.12774302065372467,-2.0625
steohen,34.0,52.75,neumark,4,-1.2671570777893066,-0.15709668397903442,-1.875
stephanie,91.0,76.0,neumark,1,-1.3453154563903809,-0.1518288552761078,-2.125
stephen,55.0,91.0,neumark,1,-1.3239473104476929,-0.1796419620513916,-2.1875
steven,49.5,44.0,neumark,2,-1.3338139057159424,-0.1827603280544281,-2.25
susan,58.838815789473685,60.625,farber,304,-1.3697962760925293,-0.18006771802902222,-2.1875
tameka,44.49,43.46,flake_leasure,200,-1.22169828414917,-0.1528066098690033,-1.9375
tamika,50.20779220779221,48.745098039215684,bertrand,308,-1.2429219484329224,-0.14401715993881226,-1.8125
tammy,50.5,70.5,neumark,2,-1.2390635013580322,-0.16125229001045227,-1.9375
tanisha,50.299674267100976,48.43322475570032,bertrand,307,-1.2551854848861694,-0.14523440599441528,-2.0
tanisha white,54.35294117647059,49.411764705882355,jacquemet,51,-1.2879053354263306,-0.15456542372703552,-2.1875
tao wang,44.81818181818182,73.27272727272727,oreopoulos,11,-1.367270827293396,-0.15275701880455017,-2.1875
tara singh,64.77777777777777,68.11111111111111,oreopoulos,9,-1.3373472690582275,-0.14694052934646606,-2.125
tawanda,42.663366336633665,40.7029702970297,flake_leasure,202,-1.1879045963287354,-0.15414965152740479,-1.875
teresa,49.0,45.0,neumark,1,-1.3316638469696045,-0.1670583188533783,-2.0
terrance,50.23762376237624,52.56435643564357,flake_leasure,202,-1.2629338502883911,-0.15013986825942993,-2.0
terrell,47.37623762376238,46.42574257425743,flake_leasure,202,-1.2405502796173096,-0.15005213022232056,-1.875
thomas,74.0,82.0,neumark,1,-1.3412959575653076,-0.16778960824012756,-2.25
timothy,42.0,41.666666666666664,neumark,3,-1.343144178390503,-0.15589648485183716,-2.1875
timoty,40.0,33.0,neumark,1,-1.3315579891204834,-0.17671692371368408,-2.125
todd,54.69055374592834,59.98371335504886,bertrand,307,-1.3990614414215088,-0.1956222951412201,-2.1875
tomeka,43.198019801980195,40.603960396039604,flake_leasure,202,-1.282779574394226,-0.14821454882621765,-1.875
tracy,41.0,45.5,neumark,4,-1.3457238674163818,-0.16697779297828674,-2.125
tremayne,46.33876221498371,45.28664495114006,bertrand,307,-1.302653431892395,-0.19819825887680054,-2.0625
tyler,54.0,55.333333333333336,neumark,3,-1.3451523780822754,-0.182125985622406,-2.125
tyrone,45.87012987012987,48.29545454545455,bertrand,308,-1.2995115518569946,-0.19666123390197754,-2.0
victoria,70.0,60.0,neumark,1,-1.3203154802322388,-0.16994163393974304,-2.1875
vivian zhang,64.16666666666667,74.33333333333333,oreopoulos,6,-1.2963314056396484,-0.13467878103256226,-2.1875
wiliam,71.66666666666667,73.66666666666667,neumark,3,-1.2359479665756226,-0.19921299815177917,-2.0625
william,49.333333333333336,47.0,neumark,3,-1.356337547302246,-0.18440791964530945,-2.0625
william novak,56.1875,77.58333333333333,widner,48,-1.3729703426361084,-0.18485212326049805,-2.125
xavier washington,54.02040816326531,59.285714285714285,gorzig,49,-1.3984429836273193,-0.18211498856544495,-2.0625
xiuying zhang,53.92857142857143,75.5,oreopoulos,14,-1.2373085021972656,-0.13569742441177368,-2.25
yong zhang,36.44444444444444,63.666666666666664,oreopoulos,9,-1.3692457675933838,-0.19089624285697937,-2.3125
