axis,delta,margin,name,strength
warmth,-0.875,2.375,judy,-0.1
warmth,-0.875,2.25,julie,-0.1
warmth,-0.75,2.125,justin,-0.1
warmth,-0.75,2.25,kareem,-0.1
warmth,-0.75,2.5,karen,-0.1
warmth,-1.0,2.375,kayla,-0.1
warmth,-0.75,2.5,keisha,-0.1
warmth,-0.625,2.25,kenneth,-0.1
warmth,-0.625,2.375,kenya,-0.1
warmth,-0.75,2.125,kevin,-0.1
warmth,-0.75,2.375,khalid bahdoon,-0.1
warmth,-0.625,2.25,kimberely,-0.1
warmth,-0.75,2.375,kimberley,-0.1
warmth,-0.75,2.375,kimberly,-0.1
warmth,-0.75,2.5,kristen,-0.1
warmth,-0.625,2.375,kristen smith,-0.1
warmth,-0.625,2.25,kyle,-0.1
warmth,-0.625,2.25,kyler,-0.1
warmth,-0.625,2.375,lakeisha,-0.1
warmth,-0.75,2.25,lakesha,-0.1
warmth,-0.75,2.25,lakisha,-0.1
warmth,-0.75,2.375,lakisha jones,-0.1
warmth,-0.625,2.25,lamar,-0.1
warmth,-0.5,2.0,lamont,-0.1
warmth,-0.625,2.25,larry,-0.1
warmth,-0.875,2.25,lashonda,-0.1
warmth,-0.625,2.375,latasha,-0.1
warmth,-0.625,2.375,latisha,-0.1
warmth,-0.875,2.25,latonya,-0.1
warmth,-0.625,2.5,latoya,-0.1
warmth,-0.75,2.25,latoya brown,-0.1
warmth,-0.875,2.25,lauren,-0.1
warmth,-0.625,2.375,laurie,-0.1
warmth,-0.875,2.25,laurie anderson,-0.1
warmth,-0.75,2.25,lawanda,-0.1
warmth,-0.875,2.375,lei li,-0.1
warmth,-0.5,2.125,leroy,-0.1
warmth,-0.875,2.5,linda,-0.1
warmth,-0.875,2.5,lisa,-0.1
warmth,-0.625,2.5,lori,-0.1
warmth,-0.75,2.25,lucas peterson,-0.1
warmth,-0.5,2.125,lukas minsopoulos,-0.1
warmth,-0.75,2.25,mack,-0.1
warmth,-0.875,2.0,mamuud irshad,-0.1
warmth,-0.75,2.5,margaret,-0.1
warmth,-0.625,2.375,mark,-0.1
warmth,-0.875,2.125,marquis,-0.1
warmth,-0.75,2.625,mary,-0.1
warmth,-0.625,2.25,matthew,-0.1
warmth,-0.75,2.125,matthew wilson,-0.1
warmth,-0.625,2.25,maurice,-0.1
warmth,-0.75,2.5,may,-0.1
warmth,-0.875,2.5,maya kumar,-0.1
warmth,-0.625,2.5,megan,-0.1
warmth,-0.875,2.375,melissa,-0.1
warmth,-0.625,2.5,meredith,-0.1
warmth,-0.875,2.25,meredith miller,-0.1
warmth,-0.625,2.25,michael schwartz,-0.1
warmth,-0.625,2.375,michael smith,-0.1
warmth,-0.75,2.25,michell,-0.1
warmth,-0.875,2.375,michelle,-0.1
warmth,-0.75,2.375,michelle wang,-0.1
warmth,-0.75,2.375,min liu,-0.1
warmth,-0.625,2.25,misty,-0.1
warmth,-0.625,2.625,monica liu,-0.1
warmth,-0.875,2.125,na li,-0.1
warmth,-0.75,2.625,nancy,-0.1
warmth,-0.875,2.25,natalie,-0.1
warmth,-0.625,2.25,nathan,-0.1
warmth,-0.5,2.125,neil,-0.1
warmth,-0.75,2.375,nia jackson,-0.1
warmth,-0.75,2.25,nicole minsopoulos,-0.1
warmth,-0.75,2.25,pamela,-0.1
warmth,-0.75,2.25,panav singh,-0.1
warmth,-0.875,2.375,patrice,-0.1
warmth,-0.75,2.375,patricia,-0.1
warmth,-0.625,2.25,paul,-0.1
warmth,-0.75,2.125,phillips,-0.1
warmth,-0.875,2.375,priyanka kaur,-0.1
warmth,-0.875,2.125,qahhar kazim,-0.1
warmth,-0.75,2.25,rabab saeed,-0.1
warmth,-0.875,2.375,rachel,-0.1
warmth,-0.625,2.0,rahul kaur,-0.1
warmth,-0.625,2.25,rasheed,-0.1
warmth,-0.75,2.5,rebecca,-0.1
warmth,-0.625,2.25,reginald,-0.1
warmth,-0.625,2.25,richard,-0.1
warmth,-0.875,2.125,robert,-0.1
warmth,-0.5,2.25,robert krueger,-0.1
warmth,-0.75,2.125,roderick,-0.1
warmth,-0.625,2.5,rose,-0.1
warmth,-0.875,2.25,ryan,-0.1
warmth,-1.0,2.375,samantha,-0.1
warmth,-0.875,2.375,samir sharma,-0.1
warmth,-0.875,2.375,sana khan,-0.1
warmth,-0.75,2.625,sandra,-0.1
warmth,-0.75,2.625,sarah,-0.1
warmth,-0.75,2.5,sarah davis,-0.1
warmth,-0.75,2.125,scott,-0.1
warmth,-0.875,2.25,shakir imtiaz,-0.1
warmth,-0.75,2.25,shannon,-0.1
warmth,-0.75,2.375,sharon,-0.1
warmth,-1.0,2.25,shirley,-0.1
warmth,-0.625,2.5,shreya sharma,-0.1
warmth,-0.625,2.25,sofiko kushtrim,-0.1
warmth,-0.5,1.375,steohen,-0.1
warmth,-0.75,2.5,stephanie,-0.1
warmth,-0.625,2.125,stephen,-0.1
warmth,-0.625,2.125,steven,-0.1
warmth,-0.875,2.5,susan,-0.1
warmth,-0.625,2.375,tameka,-0.1
warmth,-0.625,2.625,tamika,-0.1
warmth,-0.625,2.5,tammy,-0.1
warmth,-0.625,2.5,tanisha,-0.1
warmth,-0.75,2.25,tanisha white,-0.1
warmth,-0.375,2.5,tao wang,-0.1
warmth,-0.75,2.375,tara singh,-0.1
warmth,-0.5,2.375,tawanda,-0.1
warmth,-0.625,2.5,teresa,-0.1
warmth,-0.625,2.25,terrance,-0.1
warmth,-0.75,2.125,terrell,-0.1
warmth,-0.875,2.125,thomas,-0.1
warmth,-0.75,2.375,timothy,-0.1
warmth,-0.5,1.875,timoty,-0.1
warmth,-0.75,2.125,todd,-0.1
warmth,-0.75,2.125,tomeka,-0.1
warmth,-0.875,2.5,tracy,-0.1
warmth,-0.625,2.25,tremayne,-0.1
warmth,-0.5,2.375,tyler,-0.1
warmth,-0.5,2.125,tyrone,-0.1
warmth,-0.875,2.375,victoria,-0.1
warmth,-0.875,2.375,vivian zhang,-0.1
warmth,-0.5,2.125,wiliam,-0.1
warmth,-0.75,2.25,william,-0.1
warmth,-0.75,2.125,william novak,-0.1
warmth,-0.75,2.125,xavier washington,-0.1
warmth,-0.625,2.25,xiuying zhang,-0.1
warmth,-0.875,2.375,yong zhang,-0.1
warmth,-0.625,2.125,zachary,-0.1
warmth,-0.5,2.75,aaliyah jackson,-0.05
warmth,-0.5,2.5,aasha waabberi,-0.05
warmth,-0.25,2.625,abd al-hakiim amar,-0.05
warmth,-0.625,2.375,abdullah abukar,-0.05
warmth,-0.375,2.875,abigail,-0.05
warmth,-0.375,2.5,abigale,-0.05
warmth,-0.25,2.75,abu amjad khazin,-0.05
warmth,-0.375,2.5,adam,-0.05
warmth,-0.5,2.625,aferdita dzaghig,-0.05
warmth,-0.5,2.375,afredita dzaghig,-0.05
warmth,-0.875,2.875,aisha,-0.05
warmth,-0.5,2.375,al-malik khalil,-0.05
warmth,-0.375,2.5,alexander,-0.05
warmth,-0.625,2.625,alexis,-0.05
warmth,-0.625,2.5,ali saeed,-0.05
warmth,-0.375,2.75,alison johnson,-0.05
warmth,-0.375,2.625,allen wang,-0.05
warmth,-0.5,2.75,allison,-0.05
warmth,-0.625,2.75,amanda,-0.05
warmth,-0.5,2.75,amber,-0.05
warmth,-0.375,2.75,amber sullivan,-0.05
warmth,-0.625,2.625,amy,-0.05
warmth,-0.375,2.75,amy rasmussen,-0.05
warmth,-0.625,2.625,amy wang,-0.05
warmth,-0.25,2.875,amy wood,-0.05
warmth,-0.375,2.625,andre robinson,-0.05
warmth,-0.375,2.5,andrew,-0.05
warmth,-0.625,2.625,angela,-0.05
warmth,-0.5,2.75,anne,-0.05
warmth,-0.625,2.25,anthony,-0.05
warmth,-0.375,2.375,antwan,-0.05
warmth,-0.5,2.75,arjun kumar,-0.05
warmth,-0.25,2.75,ashley,-0.05
warmth,-0.5,2.625,asif sheikh,-0.05
warmth,-0.625,2.625,austin,-0.05
warmth,-0.5,2.875,ava,-0.05
warmth,-0.375,2.0,babara,-0.05
warmth,-0.5,2.75,barbara,-0.05
warmth,-0.375,2.5,bill zhang,-0.05
warmth,-0.25,2.625,brad,-0.05
warmth,-0.5,2.5,bradley,-0.05
warmth,-0.375,2.25,brandom,-0.05
warmth,-0.25,2.5,brandon,-0.05
warmth,-0.5,2.75,brenda,-0.05
warmth,-0.375,2.5,brendan,-0.05
warmth,-0.25,2.5,brett,-0.05
warmth,-0.375,2.75,brianna,-0.05
warmth,-0.5,2.75,carol,-0.05
warmth,-0.5,2.625,carolyn,-0.05
warmth,-0.5,2.75,carrie,-0.05
warmth,-0.625,2.625,carrie johnson,-0.05
warmth,-0.5,2.625,carrie martin,-0.05
warmth,-0.5,2.25,chad,-0.05
warmth,-0.375,1.75,chales,-0.05
warmth,-0.375,2.375,charles,-0.05
warmth,-0.375,2.375,chaudhry mohammad,-0.05
warmth,-0.375,2.75,chloe,-0.05
warmth,-0.375,2.625,christina,-0.05
warmth,-0.5,2.125,chritine,-0.05
warmth,-0.25,1.5,chrostopher,-0.05
warmth,-0.5,2.625,claire kruger,-0.05
warmth,-0.375,2.5,cody baker,-0.05
warmth,-0.5,2.625,courtney,-0.05
warmth,-0.625,2.625,cynthia,-0.05
warmth,-0.375,2.625,daniel,-0.05
warmth,-0.625,2.625,danielle,-0.05
warmth,-0.5,2.5,darius jackson,-0.05
warmth,-0.375,2.625,darnell,-0.05
warmth,-0.375,2.625,david,-0.05
warmth,-0.375,2.375,david schmitt,-0.05
warmth,-0.5,2.75,dawn,-0.05
warmth,-0.375,2.5,deandre washington,-0.05
warmth,-0.25,2.875,deborah,-0.05
warmth,-0.5,2.75,debra,-0.05
warmth,-0.375,2.375,dennis,-0.05
warmth,-0.375,2.25,deshawn jefferson,-0.05
warmth,-0.625,2.625,diane,-0.05
warmth,-0.5,2.375,donald,-0.05
warmth,-0.5,2.5,dong liu,-0.05
warmth,-0.625,2.5,donna,-0.05
warmth,-0.25,2.5,donnell,-0.05
warmth,-0.625,2.625,dorothy,-0.05
warmth,-0.375,2.25,dziella lousaper,-0.05
warmth,-0.375,2.5,ebony,-0.05
warmth,-0.5,2.625,ebony booker,-0.05
warmth,-0.375,2.625,ebony williams,-0.05
warmth,-0.375,2.375,edona sanastroug,-0.05
warmth,-0.375,2.375,edona sanatroug,-0.05
warmth,-0.625,2.5,edward,-0.05
warmth,-0.5,2.875,emily,-0.05
warmth,-0.5,2.75,emily brown,-0.05
warmth,-0.5,2.875,emma,-0.05
warmth,-0.5,2.5,eric wang,-0.05
warmth,-0.5,2.75,erin,-0.05
warmth,-0.25,2.625,ethan,-0.05
warmth,-0.5,2.5,fang wang,-0.05
warmth,-0.5,2.625,fathia hassan,-0.05
warmth,-0.5,2.875,fatima sheikh,-0.05
warmth,-0.375,2.625,frank,-0.05
warmth,-0.375,2.625,gadarine besnik,-0.05
warmth,-0.375,2.375,geoffrey,-0.05
warmth,-0.625,2.5,george,-0.05
warmth,-0.375,2.625,greg,-0.05
warmth,-0.5,2.375,greg johnson,-0.05
warmth,-0.25,2.75,hakim,-0.05
warmth,-0.625,2.625,hannah,-0.05
warmth,-0.25,2.875,hassan khan,-0.05
warmth,-0.5,2.75,heather,-0.05
warmth,-0.5,2.75,hina chaudhry,-0.05
warmth,-0.625,2.625,imani williams,-0.05
warmth,-0.5,2.75,isabella,-0.05
warmth,-0.5,2.5,jack li,-0.05
warmth,-0.25,2.625,jacob,-0.05
warmth,-0.5,2.5,jacob myers,-0.05
warmth,-0.375,2.375,jake kelly,-0.05
warmth,-0.5,2.5,jalen harris,-0.05
warmth,-0.5,2.625,jamal,-0.05
warmth,-0.5,2.625,james liu,-0.05
warmth,-0.375,2.625,james yoder,-0.05
warmth,-0.625,2.625,janet,-0.05
warmth,-0.625,2.625,janice,-0.05
warmth,-0.5,2.625,jasmine washington,-0.05
warmth,-0.25,2.5,jason,-0.05
warmth,-0.25,2.75,jay,-0.05
warmth,-0.375,2.375,jeffrey,-0.05
warmth,-0.5,2.875,jennifer,-0.05
warmth,-0.5,2.875,jennifer li,-0.05
warmth,-0.5,2.5,jeremy,-0.05
warmth,-0.375,2.625,jermaine,-0.05
warmth,-0.5,2.5,jerry,-0.05
warmth,-0.625,2.75,jill,-0.05
warmth,-0.375,2.625,jill wilson,-0.05
warmth,-0.125,2.625,jilue,-0.05
warmth,-0.375,2.75,joan,-0.05
warmth,-0.375,2.625,john,-0.05
warmth,-0.375,2.625,john martin,-0.05
warmth,-0.375,2.75,john mueller,-0.05
warmth,-0.375,2.5,jonathan,-0.05
warmth,-0.25,2.5,jonathon,-0.05
warmth,-0.25,2.625,joseph,-0.05
warmth,-0.25,2.625,joshua,-0.05
warmth,-0.5,2.625,joyce,-0.05
warmth,-0.5,2.75,judith,-0.05
warmth,-0.5,2.75,judy,-0.05
warmth,-0.5,2.625,julie,-0.05
warmth,-0.5,2.375,justin,-0.05
warmth,-0.5,2.5,kareem,-0.05
warmth,-0.5,2.75,karen,-0.05
warmth,-0.625,2.75,kayla,-0.05
warmth,-0.625,2.625,keisha,-0.05
warmth,-0.375,2.5,kenneth,-0.05
warmth,-0.5,2.5,kenya,-0.05
warmth,-0.5,2.375,kevin,-0.05
warmth,-0.5,2.625,khalid bahdoon,-0.05
warmth,-0.375,2.5,kimberely,-0.05
warmth,-0.375,2.75,kimberley,-0.05
warmth,-0.375,2.75,kimberly,-0.05
warmth,-0.375,2.875,kristen,-0.05
warmth,-0.375,2.625,kristen smith,-0.05
warmth,-0.25,2.625,kyle,-0.05
warmth,-0.375,2.5,kyler,-0.05
warmth,-0.5,2.5,lakeisha,-0.05
warmth,-0.375,2.625,lakesha,-0.05
warmth,-0.375,2.625,lakisha,-0.05
warmth,-0.375,2.75,lakisha jones,-0.05
warmth,-0.375,2.5,lamar,-0.05
warmth,-0.25,2.25,lamont,-0.05
warmth,-0.375,2.5,larry,-0.05
warmth,-0.5,2.625,lashonda,-0.05
warmth,-0.5,2.5,latasha,-0.05
warmth,-0.5,2.5,latisha,-0.05
warmth,-0.5,2.625,latonya,-0.05
warmth,-0.375,2.75,latoya,-0.05
warmth,-0.375,2.625,latoya brown,-0.05
warmth,-0.5,2.625,lauren,-0.05
warmth,-0.25,2.75,laurie,-0.05
warmth,-0.5,2.625,laurie anderson,-0.05
warmth,-0.375,2.625,lawanda,-0.05
warmth,-0.625,2.625,lei li,-0.05
warmth,-0.375,2.25,leroy,-0.05
warmth,-0.625,2.75,linda,-0.05
warmth,-0.5,2.875,lisa,-0.05
warmth,-0.5,2.625,lori,-0.05
warmth,-0.375,2.625,lucas peterson,-0.05
warmth,-0.125,2.5,lukas minsopoulos,-0.05
warmth,-0.375,2.625,mack,-0.05
warmth,-0.5,2.375,mamuud irshad,-0.05
warmth,-0.5,2.75,margaret,-0.05
warmth,-0.375,2.625,mark,-0.05
warmth,-0.625,2.375,marquis,-0.05
warmth,-0.5,2.875,mary,-0.05
warmth,-0.375,2.5,matthew,-0.05
warmth,-0.5,2.375,matthew wilson,-0.05
warmth,-0.5,2.375,maurice,-0.05
warmth,-0.375,2.875,may,-0.05
warmth,-0.5,2.875,maya kumar,-0.05
warmth,-0.375,2.75,megan,-0.05
warmth,-0.5,2.75,melissa,-0.05
warmth,-0.375,2.75,meredith,-0.05
warmth,-0.375,2.75,meredith miller,-0.05
warmth,-0.375,2.5,michael schwartz,-0.05
warmth,-0.375,2.625,michael smith,-0.05
warmth,-0.5,2.5,michell,-0.05
warmth,-0.5,2.75,michelle,-0.05
warmth,-0.375,2.75,michelle wang,-0.05
warmth,-0.375,2.75,min liu,-0.05
warmth,-0.375,2.5,misty,-0.05
warmth,-0.25,3.0,monica liu,-0.05
warmth,-0.625,2.375,na li,-0.05
warmth,-0.375,3.0,nancy,-0.05
warmth,-0.5,2.625,natalie,-0.05
warmth,-0.5,2.375,nathan,-0.05
warmth,-0.125,2.5,neil,-0.05
warmth,-0.375,2.75,nia jackson,-0.05
warmth,-0.375,2.625,nicole minsopoulos,-0.05
warmth,-0.375,2.625,pamela,-0.05
warmth,-0.5,2.5,panav singh,-0.05
warmth,-0.625,2.625,patrice,-0.05
warmth,-0.5,2.625,patricia,-0.05
warmth,-0.375,2.5,paul,-0.05
warmth,-0.375,2.5,phillips,-0.05
warmth,-0.625,2.625,priyanka kaur,-0.05
warmth,-0.5,2.5,qahhar kazim,-0.05
warmth,-0.5,2.5,rabab saeed,-0.05
warmth,-0.5,2.75,rachel,-0.05
warmth,-0.375,2.25,rahul kaur,-0.05
warmth,-0.25,2.625,rasheed,-0.05
warmth,-0.375,2.875,rebecca,-0.05
warmth,-0.375,2.5,reginald,-0.05
warmth,-0.375,2.5,richard,-0.05
warmth,-0.5,2.5,robert,-0.05
warmth,-0.25,2.5,robert krueger,-0.05
warmth,-0.25,2.625,roderick,-0.05
warmth,-0.375,2.75,rose,-0.05
warmth,-0.5,2.625,ryan,-0.05
warmth,-0.625,2.75,samantha,-0.05
warmth,-0.5,2.75,samir sharma,-0.05
warmth,-0.375,2.875,sana khan,-0.05
warmth,-0.375,3.0,sandra,-0.05
warmth,-0.5,2.875,sarah,-0.05
warmth,-0.375,2.875,sarah davis,-0.05
warmth,-0.375,2.5,scott,-0.05
warmth,-0.625,2.5,shakir imtiaz,-0.05
warmth,-0.25,2.75,shannon,-0.05
warmth,-0.375,2.75,sharon,-0.05
warmth,-0.625,2.625,shirley,-0.05
warmth,-0.25,2.875,shreya sharma,-0.05
warmth,-0.5,2.375,sofiko kushtrim,-0.05
warmth,-0.25,1.625,steohen,-0.05
warmth,-0.625,2.625,stephanie,-0.05
warmth,-0.25,2.5,stephen,-0.05
warmth,-0.25,2.5,steven,-0.05
warmth,-0.375,3.0,susan,-0.05
warmth,-0.375,2.625,tameka,-0.05
warmth,-0.375,2.875,tamika,-0.05
warmth,-0.25,2.875,tammy,-0.05
warmth,-0.5,2.625,tanisha,-0.05
warmth,-0.625,2.375,tanisha white,-0.05
warmth,-0.375,2.5,tao wang,-0.05
warmth,-0.5,2.625,tara singh,-0.05
warmth,-0.125,2.75,tawanda,-0.05
warmth,-0.25,2.875,teresa,-0.05
warmth,-0.375,2.5,terrance,-0.05
warmth,-0.25,2.625,terrell,-0.05
warmth,-0.5,2.5,thomas,-0.05
warmth,-0.625,2.5,timothy,-0.05
warmth,-0.25,2.125,timoty,-0.05
warmth,-0.375,2.5,todd,-0.05
warmth,-0.375,2.5,tomeka,-0.05
warmth,-0.5,2.875,tracy,-0.05
warmth,-0.375,2.5,tremayne,-0.05
warmth,-0.375,2.5,tyler,-0.05
warmth,-0.375,2.25,tyrone,-0.05
warmth,-0.75,2.5,victoria,-0.05
warmth,-0.625,2.625,vivian zhang,-0.05
warmth,-0.25,2.375,wiliam,-0.05
warmth,-0.375,2.625,william,-0.05
warmth,-0.5,2.375,william novak,-0.05
warmth,-0.5,2.375,xavier washington,-0.05
warmth,-0.375,2.5,xiuying zhang,-0.05
warmth,-0.625,2.625,yong zhang,-0.05
warmth,-0.375,2.375,zachary,-0.05
warmth,0.0,3.25,aaliyah jackson,0.0
warmth,0.0,3.0,aasha waabberi,0.0
warmth,0.0,2.875,abd al-hakiim amar,0.0
warmth,0.0,3.0,abdullah abukar,0.0
warmth,0.0,3.25,abigail,0.0
warmth,0.0,2.875,abigale,0.0
warmth,0.0,3.0,abu amjad khazin,0.0
warmth,0.0,2.875,adam,0.0
warmth,0.0,3.125,aferdita dzaghig,0.0
warmth,0.0,2.875,afredita dzaghig,0.0
warmth,0.0,3.75,aisha,0.0
warmth,0.0,2.875,al-malik khalil,0.0
warmth,0.0,2.875,alexander,0.0
warmth,0.0,3.25,alexis,0.0
warmth,0.0,3.125,ali saeed,0.0
warmth,0.0,3.125,alison johnson,0.0
warmth,0.0,3.0,allen wang,0.0
warmth,0.0,3.25,allison,0.0
warmth,0.0,3.375,amanda,0.0
warmth,0.0,3.25,amber,0.0
warmth,0.0,3.125,amber sullivan,0.0
warmth,0.0,3.25,amy,0.0
warmth,0.0,3.125,amy rasmussen,0.0
warmth,0.0,3.25,amy wang,0.0
warmth,0.0,3.125,amy wood,0.0
warmth,0.0,3.0,andre robinson,0.0
warmth,0.0,2.875,andrew,0.0
warmth,0.0,3.25,angela,0.0
warmth,0.0,3.25,anne,0.0
warmth,0.0,2.875,anthony,0.0
warmth,0.0,2.75,antwan,0.0
warmth,0.0,3.25,arjun kumar,0.0
warmth,0.0,3.0,ashley,0.0
warmth,0.0,3.125,asif sheikh,0.0
warmth,0.0,3.25,austin,0.0
warmth,0.0,3.375,ava,0.0
warmth,0.0,2.375,babara,0.0
warmth,0.0,3.25,barbara,0.0
warmth,0.0,2.875,bill zhang,0.0
warmth,0.0,2.875,brad,0.0
warmth,0.0,3.0,bradley,0.0
warmth,0.0,2.625,brandom,0.0
warmth,0.0,2.75,brandon,0.0
warmth,0.0,3.25,brenda,0.0
warmth,0.0,2.875,brendan,0.0
warmth,0.0,2.75,brett,0.0
warmth,0.0,3.125,brianna,0.0
warmth,0.0,3.25,carol,0.0
warmth,0.0,3.125,carolyn,0.0
warmth,0.0,3.25,carrie,0.0
warmth,0.0,3.25,carrie johnson,0.0
warmth,0.0,3.125,carrie martin,0.0
warmth,0.0,2.75,chad,0.0
warmth,0.0,2.125,chales,0.0
