axis,delta,margin,name,strength
warmth,-0.375,2.125,lamont,-0.1
warmth,-0.625,2.25,larry,-0.1
warmth,-0.75,2.375,lashonda,-0.1
warmth,-0.75,2.25,latasha,-0.1
warmth,-0.75,2.25,latisha,-0.1
warmth,-0.875,2.25,latonya,-0.1
warmth,-0.75,2.375,latoya,-0.1
warmth,-0.625,2.375,latoya brown,-0.1
warmth,-0.75,2.375,lauren,-0.1
warmth,-0.625,2.375,laurie,-0.1
warmth,-0.875,2.25,laurie anderson,-0.1
warmth,-0.75,2.25,lawanda,-0.1
warmth,-0.875,2.375,lei li,-0.1
warmth,-0.5,2.125,leroy,-0.1
warmth,-0.875,2.5,linda,-0.1
warmth,-0.75,2.625,lisa,-0.1
warmth,-0.75,2.375,lori,-0.1
warmth,-0.75,2.25,lucas peterson,-0.1
warmth,-0.375,2.25,lukas minsopoulos,-0.1
warmth,-0.625,2.375,mack,-0.1
warmth,-0.75,2.125,mamuud irshad,-0.1
warmth,-0.75,2.5,margaret,-0.1
warmth,-0.625,2.375,mark,-0.1
warmth,-0.75,2.25,marquis,-0.1
warmth,-0.75,2.625,mary,-0.1
warmth,-0.625,2.25,matthew,-0.1
warmth,-0.625,2.25,matthew wilson,-0.1
warmth,-0.75,2.125,maurice,-0.1
warmth,-0.75,2.5,may,-0.1
warmth,-0.875,2.5,maya kumar,-0.1
warmth,-0.75,2.375,megan,-0.1
warmth,-0.75,2.5,melissa,-0.1
warmth,-0.625,2.5,meredith,-0.1
warmth,-0.75,2.375,meredith miller,-0.1
warmth,-0.625,2.25,michael schwartz,-0.1
warmth,-0.75,2.25,michael smith,-0.1
warmth,-0.75,2.25,michell,-0.1
warmth,-0.875,2.375,michelle,-0.1
warmth,-0.75,2.375,michelle wang,-0.1
warmth,-0.75,2.375,min liu,-0.1
warmth,-0.625,2.25,misty,-0.1
warmth,-0.75,2.5,monica liu,-0.1
warmth,-0.875,2.125,na li,-0.1
warmth,-0.875,2.5,nancy,-0.1
warmth,-0.875,2.25,natalie,-0.1
warmth,-0.625,2.25,nathan,-0.1
warmth,-0.5,2.125,neil,-0.1
warmth,-0.625,2.5,nia jackson,-0.1
warmth,-0.75,2.25,nicole minsopoulos,-0.1
warmth,-0.5,2.5,pamela,-0.1
warmth,-0.625,2.375,panav singh,-0.1
warmth,-0.875,2.375,patrice,-0.1
warmth,-0.625,2.5,patricia,-0.1
warmth,-0.5,2.375,paul,-0.1
warmth,-0.625,2.25,phillips,-0.1
warmth,-1.0,2.25,priyanka kaur,-0.1
warmth,-0.75,2.25,qahhar kazim,-0.1
warmth,-0.625,2.375,rabab saeed,-0.1
warmth,-0.875,2.375,rachel,-0.1
warmth,-0.625,2.0,rahul kaur,-0.1
warmth,-0.5,2.375,rasheed,-0.1
warmth,-0.875,2.375,rebecca,-0.1
warmth,-0.625,2.25,reginald,-0.1
warmth,-0.75,2.125,richard,-0.1
warmth,-0.75,2.25,robert,-0.1
warmth,-0.375,2.375,robert krueger,-0.1
warmth,-0.625,2.25,roderick,-0.1
warmth,-0.875,2.25,rose,-0.1
warmth,-0.875,2.25,ryan,-0.1
warmth,-1.0,2.375,samantha,-0.1
warmth,-0.875,2.375,samir sharma,-0.1
warmth,-0.875,2.375,sana khan,-0.1
warmth,-0.75,2.625,sandra,-0.1
warmth,-0.75,2.625,sarah,-0.1
warmth,-0.875,2.375,sarah davis,-0.1
warmth,-0.625,2.25,scott,-0.1
warmth,-0.875,2.25,shakir imtiaz,-0.1
warmth,-0.625,2.375,shannon,-0.1
warmth,-0.625,2.5,sharon,-0.1
warmth,-0.875,2.375,shirley,-0.1
warmth,-0.75,2.375,shreya sharma,-0.1
warmth,-0.5,2.375,sofiko kushtrim,-0.1
warmth,-0.625,1.25,steohen,-0.1
warmth,-0.875,2.375,stephanie,-0.1
warmth,-0.75,2.0,stephen,-0.1
warmth,-0.625,2.125,steven,-0.1
warmth,-0.75,2.625,susan,-0.1
warmth,-0.625,2.375,tameka,-0.1
warmth,-0.75,2.5,tamika,-0.1
warmth,-0.625,2.5,tammy,-0.1
warmth,-0.625,2.5,tanisha,-0.1
warmth,-0.625,2.375,tanisha white,-0.1
warmth,-0.5,2.375,tao wang,-0.1
warmth,-0.625,2.5,tara singh,-0.1
warmth,-0.5,2.375,tawanda,-0.1
warmth,-0.625,2.5,teresa,-0.1
warmth,-0.75,2.125,terrance,-0.1
warmth,-0.625,2.25,terrell,-0.1
warmth,-0.75,2.25,thomas,-0.1
warmth,-0.75,2.375,timothy,-0.1
warmth,-0.625,1.75,timoty,-0.1
warmth,-0.75,2.125,todd,-0.1
warmth,-0.75,2.125,tomeka,-0.1
warmth,-0.875,2.5,tracy,-0.1
warmth,-0.625,2.25,tremayne,-0.1
warmth,-0.5,2.375,tyler,-0.1
warmth,-0.625,2.0,tyrone,-0.1
warmth,-1.0,2.25,victoria,-0.1
warmth,-1.0,2.25,vivian zhang,-0.1
warmth,-0.5,2.125,wiliam,-0.1
warmth,-0.875,2.125,william,-0.1
warmth,-0.625,2.25,william novak,-0.1
warmth,-0.625,2.25,xavier washington,-0.1
warmth,-0.625,2.25,xiuying zhang,-0.1
warmth,-1.0,2.25,yong zhang,-0.1
warmth,-0.75,2.0,zachary,-0.1
warmth,-0.625,2.625,aaliyah jackson,-0.05
warmth,-0.375,2.625,aasha waabberi,-0.05
warmth,-0.25,2.625,abd al-hakiim amar,-0.05
warmth,-0.375,2.625,abdullah abukar,-0.05
warmth,-0.375,2.875,abigail,-0.05
warmth,-0.5,2.375,abigale,-0.05
warmth,-0.375,2.625,abu amjad khazin,-0.05
warmth,-0.375,2.5,adam,-0.05
warmth,-0.5,2.625,aferdita dzaghig,-0.05
warmth,-0.5,2.375,afredita dzaghig,-0.05
warmth,-0.75,3.0,aisha,-0.05
warmth,-0.5,2.375,al-malik khalil,-0.05
warmth,-0.375,2.5,alexander,-0.05
warmth,-0.625,2.625,alexis,-0.05
warmth,-0.5,2.625,ali saeed,-0.05
warmth,-0.375,2.75,alison johnson,-0.05
warmth,-0.5,2.5,allen wang,-0.05
warmth,-0.625,2.625,allison,-0.05
warmth,-0.625,2.75,amanda,-0.05
warmth,-0.5,2.75,amber,-0.05
warmth,-0.5,2.625,amber sullivan,-0.05
warmth,-0.625,2.625,amy,-0.05
warmth,-0.375,2.75,amy rasmussen,-0.05
warmth,-0.375,2.875,amy wang,-0.05
warmth,-0.25,2.875,amy wood,-0.05
warmth,-0.25,2.75,andre robinson,-0.05
warmth,-0.375,2.5,andrew,-0.05
warmth,-0.5,2.75,angela,-0.05
warmth,-0.375,2.875,anne,-0.05
warmth,-0.5,2.375,anthony,-0.05
warmth,-0.25,2.5,antwan,-0.05
warmth,-0.625,2.625,arjun kumar,-0.05
warmth,-0.375,2.625,ashley,-0.05
warmth,-0.375,2.75,asif sheikh,-0.05
warmth,-0.5,2.75,austin,-0.05
warmth,-0.625,2.75,ava,-0.05
warmth,-0.5,1.875,babara,-0.05
warmth,-0.5,2.75,barbara,-0.05
warmth,-0.5,2.375,bill zhang,-0.05
warmth,-0.375,2.5,brad,-0.05
warmth,-0.375,2.625,bradley,-0.05
warmth,-0.375,2.25,brandom,-0.05
warmth,-0.375,2.375,brandon,-0.05
warmth,-0.625,2.625,brenda,-0.05
warmth,-0.375,2.5,brendan,-0.05
warmth,-0.375,2.375,brett,-0.05
warmth,-0.375,2.75,brianna,-0.05
warmth,-0.625,2.625,carol,-0.05
warmth,-0.5,2.625,carolyn,-0.05
warmth,-0.625,2.625,carrie,-0.05
warmth,-0.625,2.625,carrie johnson,-0.05
warmth,-0.375,2.75,carrie martin,-0.05
warmth,-0.25,2.5,chad,-0.05
warmth,-0.375,1.75,chales,-0.05
warmth,-0.375,2.375,charles,-0.05
warmth,-0.375,2.375,chaudhry mohammad,-0.05
warmth,-0.375,2.75,chloe,-0.05
warmth,-0.375,2.625,christina,-0.05
warmth,-0.375,2.25,chritine,-0.05
warmth,-0.375,1.375,chrostopher,-0.05
warmth,-0.5,2.625,claire kruger,-0.05
warmth,-0.375,2.5,cody baker,-0.05
warmth,-0.375,2.75,courtney,-0.05
warmth,-0.5,2.75,cynthia,-0.05
warmth,-0.5,2.5,daniel,-0.05
warmth,-0.375,2.875,danielle,-0.05
warmth,-0.375,2.625,darius jackson,-0.05
warmth,-0.25,2.75,darnell,-0.05
warmth,-0.375,2.625,david,-0.05
warmth,-0.5,2.25,david schmitt,-0.05
warmth,-0.5,2.75,dawn,-0.05
warmth,-0.5,2.375,deandre washington,-0.05
warmth,-0.375,2.75,deborah,-0.05
warmth,-0.375,2.875,debra,-0.05
warmth,-0.375,2.375,dennis,-0.05
warmth,-0.25,2.375,deshawn jefferson,-0.05
warmth,-0.625,2.625,diane,-0.05
warmth,-0.5,2.375,donald,-0.05
warmth,-0.5,2.5,dong liu,-0.05
warmth,-0.5,2.625,donna,-0.05
warmth,-0.375,2.375,donnell,-0.05
warmth,-0.5,2.75,dorothy,-0.05
warmth,-0.375,2.25,dziella lousaper,-0.05
warmth,-0.25,2.625,ebony,-0.05
warmth,-0.625,2.5,ebony booker,-0.05
warmth,-0.375,2.625,ebony williams,-0.05
warmth,-0.25,2.5,edona sanastroug,-0.05
warmth,-0.25,2.5,edona sanatroug,-0.05
warmth,-0.625,2.5,edward,-0.05
warmth,-0.5,2.875,emily,-0.05
warmth,-0.5,2.75,emily brown,-0.05
warmth,-0.5,2.875,emma,-0.05
warmth,-0.375,2.625,eric wang,-0.05
warmth,-0.375,2.875,erin,-0.05
warmth,-0.25,2.625,ethan,-0.05
warmth,-0.5,2.5,fang wang,-0.05
warmth,-0.5,2.625,fathia hassan,-0.05
warmth,-0.5,2.875,fatima sheikh,-0.05
warmth,-0.625,2.375,frank,-0.05
warmth,-0.375,2.625,gadarine besnik,-0.05
warmth,-0.5,2.25,geoffrey,-0.05
warmth,-0.625,2.5,george,-0.05
warmth,-0.5,2.5,greg,-0.05
warmth,-0.25,2.625,greg johnson,-0.05
warmth,-0.375,2.625,hakim,-0.05
warmth,-0.5,2.75,hannah,-0.05
warmth,-0.25,2.875,hassan khan,-0.05
warmth,-0.5,2.75,heather,-0.05
warmth,-0.5,2.75,hina chaudhry,-0.05
warmth,-0.5,2.75,imani williams,-0.05
warmth,-0.5,2.75,isabella,-0.05
warmth,-0.375,2.625,jack li,-0.05
warmth,-0.125,2.75,jacob,-0.05
warmth,-0.375,2.625,jacob myers,-0.05
warmth,-0.25,2.5,jake kelly,-0.05
warmth,-0.375,2.625,jalen harris,-0.05
warmth,-0.375,2.75,jamal,-0.05
warmth,-0.5,2.625,james liu,-0.05
warmth,-0.375,2.625,james yoder,-0.05
warmth,-0.375,2.875,janet,-0.05
warmth,-0.625,2.625,janice,-0.05
warmth,-0.375,2.75,jasmine washington,-0.05
warmth,-0.375,2.375,jason,-0.05
warmth,-0.375,2.625,jay,-0.05
warmth,-0.375,2.375,jeffrey,-0.05
warmth,-0.5,2.875,jennifer,-0.05
warmth,-0.375,3.0,jennifer li,-0.05
warmth,-0.625,2.375,jeremy,-0.05
warmth,-0.375,2.625,jermaine,-0.05
warmth,-0.375,2.625,jerry,-0.05
warmth,-0.625,2.75,jill,-0.05
warmth,-0.375,2.625,jill wilson,-0.05
warmth,-0.125,2.625,jilue,-0.05
warmth,-0.5,2.625,joan,-0.05
warmth,-0.625,2.375,john,-0.05
warmth,-0.375,2.625,john martin,-0.05
warmth,-0.625,2.5,john mueller,-0.05
warmth,-0.5,2.375,jonathan,-0.05
warmth,-0.25,2.5,jonathon,-0.05
warmth,-0.25,2.625,joseph,-0.05
warmth,-0.375,2.5,joshua,-0.05
warmth,-0.5,2.625,joyce,-0.05
warmth,-0.625,2.625,judith,-0.05
warmth,-0.375,2.875,judy,-0.05
warmth,-0.625,2.5,julie,-0.05
warmth,-0.5,2.375,justin,-0.05
warmth,-0.5,2.5,kareem,-0.05
warmth,-0.375,2.875,karen,-0.05
warmth,-0.625,2.75,kayla,-0.05
warmth,-0.625,2.625,keisha,-0.05
warmth,-0.375,2.5,kenneth,-0.05
warmth,-0.625,2.375,kenya,-0.05
warmth,-0.5,2.375,kevin,-0.05
warmth,-0.5,2.625,khalid bahdoon,-0.05
warmth,-0.5,2.375,kimberely,-0.05
warmth,-0.375,2.75,kimberley,-0.05
warmth,-0.375,2.75,kimberly,-0.05
warmth,-0.5,2.75,kristen,-0.05
warmth,-0.5,2.5,kristen smith,-0.05
warmth,-0.375,2.5,kyle,-0.05
warmth,-0.5,2.375,kyler,-0.05
warmth,-0.375,2.625,lakeisha,-0.05
warmth,-0.375,2.625,lakesha,-0.05
warmth,-0.375,2.625,lakisha,-0.05
warmth,-0.375,2.75,lakisha jones,-0.05
warmth,-0.5,2.375,lamar,-0.05
warmth,-0.375,2.125,lamont,-0.05
warmth,-0.5,2.375,larry,-0.05
warmth,-0.625,2.5,lashonda,-0.05
warmth,-0.5,2.5,latasha,-0.05
warmth,-0.5,2.5,latisha,-0.05
warmth,-0.625,2.5,latonya,-0.05
warmth,-0.5,2.625,latoya,-0.05
warmth,-0.375,2.625,latoya brown,-0.05
warmth,-0.5,2.625,lauren,-0.05
warmth,-0.375,2.625,laurie,-0.05
warmth,-0.625,2.5,laurie anderson,-0.05
warmth,-0.5,2.5,lawanda,-0.05
warmth,-0.5,2.75,lei li,-0.05
warmth,-0.375,2.25,leroy,-0.05
warmth,-0.625,2.75,linda,-0.05
warmth,-0.5,2.875,lisa,-0.05
warmth,-0.375,2.75,lori,-0.05
warmth,-0.375,2.625,lucas peterson,-0.05
warmth,-0.125,2.5,lukas minsopoulos,-0.05
warmth,-0.375,2.625,mack,-0.05
warmth,-0.5,2.375,mamuud irshad,-0.05
warmth,-0.5,2.75,margaret,-0.05
warmth,-0.375,2.625,mark,-0.05
warmth,-0.5,2.5,marquis,-0.05
warmth,-0.5,2.875,mary,-0.05
warmth,-0.375,2.5,matthew,-0.05
warmth,-0.5,2.375,matthew wilson,-0.05
warmth,-0.5,2.375,maurice,-0.05
warmth,-0.5,2.75,may,-0.05
warmth,-0.5,2.875,maya kumar,-0.05
warmth,-0.375,2.75,megan,-0.05
warmth,-0.5,2.75,melissa,-0.05
warmth,-0.375,2.75,meredith,-0.05
warmth,-0.375,2.75,meredith miller,-0.05
warmth,-0.375,2.5,michael schwartz,-0.05
warmth,-0.25,2.75,michael smith,-0.05
warmth,-0.5,2.5,michell,-0.05
warmth,-0.625,2.625,michelle,-0.05
warmth,-0.5,2.625,michelle wang,-0.05
warmth,-0.375,2.75,min liu,-0.05
warmth,-0.375,2.5,misty,-0.05
warmth,-0.375,2.875,monica liu,-0.05
warmth,-0.625,2.375,na li,-0.05
warmth,-0.5,2.875,nancy,-0.05
warmth,-0.5,2.625,natalie,-0.05
warmth,-0.375,2.5,nathan,-0.05
warmth,-0.25,2.375,neil,-0.05
warmth,-0.25,2.875,nia jackson,-0.05
warmth,-0.375,2.625,nicole minsopoulos,-0.05
warmth,-0.375,2.625,pamela,-0.05
warmth,-0.5,2.5,panav singh,-0.05
warmth,-0.625,2.625,patrice,-0.05
warmth,-0.375,2.75,patricia,-0.05
warmth,-0.375,2.5,paul,-0.05
warmth,-0.375,2.5,phillips,-0.05
warmth,-0.625,2.625,priyanka kaur,-0.05
warmth,-0.5,2.5,qahhar kazim,-0.05
warmth,-0.375,2.625,rabab saeed,-0.05
warmth,-0.5,2.75,rachel,-0.05
warmth,-0.5,2.125,rahul kaur,-0.05
warmth,-0.375,2.5,rasheed,-0.05
warmth,-0.375,2.875,rebecca,-0.05
warmth,-0.375,2.5,reginald,-0.05
warmth,-0.5,2.375,richard,-0.05
warmth,-0.5,2.5,robert,-0.05
warmth,-0.375,2.375,robert krueger,-0.05
warmth,-0.5,2.375,roderick,-0.05
warmth,-0.375,2.75,rose,-0.05
warmth,-0.375,2.75,ryan,-0.05
warmth,-0.625,2.75,samantha,-0.05
warmth,-0.5,2.75,samir sharma,-0.05
warmth,-0.5,2.75,sana khan,-0.05
warmth,-0.375,3.0,sandra,-0.05
warmth,-0.5,2.875,sarah,-0.05
warmth,-0.375,2.875,sarah davis,-0.05
warmth,-0.25,2.625,scott,-0.05
warmth,-0.5,2.625,shakir imtiaz,-0.05
warmth,-0.25,2.75,shannon,-0.05
warmth,-0.5,2.625,sharon,-0.05
warmth,-0.75,2.5,shirley,-0.05
warmth,-0.25,2.875,shreya sharma,-0.05
warmth,-0.5,2.375,sofiko kushtrim,-0.05
warmth,-0.25,1.625,steohen,-0.05
warmth,-0.5,2.75,stephanie,-0.05
warmth,-0.25,2.5,stephen,-0.05
warmth,-0.5,2.25,steven,-0.05
warmth,-0.375,3.0,susan,-0.05
warmth,-0.375,2.625,tameka,-0.05
warmth,-0.5,2.75,tamika,-0.05
warmth,-0.375,2.75,tammy,-0.05
warmth,-0.375,2.75,tanisha,-0.05
warmth,-0.5,2.5,tanisha white,-0.05
warmth,-0.375,2.5,tao wang,-0.05
warmth,-0.5,2.625,tara singh,-0.05
warmth,-0.125,2.75,tawanda,-0.05
warmth,-0.5,2.625,teresa,-0.05
warmth,-0.375,2.5,terrance,-0.05
warmth,-0.375,2.5,terrell,-0.05
warmth,-0.5,2.5,thomas,-0.05
warmth,-0.5,2.625,timothy,-0.05
warmth,-0.25,2.125,timoty,-0.05
warmth,-0.375,2.5,todd,-0.05
warmth,-0.375,2.5,tomeka,-0.05
warmth,-0.5,2.875,tracy,-0.05
warmth,-0.5,2.375,tremayne,-0.05
warmth,-0.25,2.625,tyler,-0.05
warmth,-0.375,2.25,tyrone,-0.05
warmth,-0.625,2.625,victoria,-0.05
warmth,-0.625,2.625,vivian zhang,-0.05
warmth,-0.25,2.375,wiliam,-0.05
warmth,-0.5,2.5,william,-0.05
warmth,-0.375,2.5,william novak,-0.05
warmth,-0.5,2.375,xavier washington,-0.05
warmth,-0.375,2.5,xiuying zhang,-0.05
warmth,-0.625,2.625,yong zhang,-0.05
warmth,-0.375,2.375,zachary,-0.05
warmth,0.0,3.25,aaliyah jackson,0.0
warmth,0.0,3.0,aasha waabberi,0.0
warmth,0.0,2.875,abd al-hakiim amar,0.0
warmth,0.0,3.0,abdullah abukar,0.0
warmth,0.0,3.25,abigail,0.0
warmth,0.0,2.875,abigale,0.0
warmth,0.0,3.0,abu amjad khazin,0.0
warmth,0.0,2.875,adam,0.0
warmth,0.0,3.125,aferdita dzaghig,0.0
warmth,0.0,2.875,afredita dzaghig,0.0
warmth,0.0,3.75,aisha,0.0
warmth,0.0,2.875,al-malik khalil,0.0
warmth,0.0,2.875,alexander,0.0
warmth,0.0,3.25,alexis,0.0
warmth,0.0,3.125,ali saeed,0.0
warmth,0.0,3.125,alison johnson,0.0
warmth,0.0,3.0,allen wang,0.0
warmth,0.0,3.25,allison,0.0
warmth,0.0,3.375,amanda,0.0
warmth,0.0,3.25,amber,0.0
warmth,0.0,3.125,amber sullivan,0.0
warmth,0.0,3.25,amy,0.0
warmth,0.0,3.125,amy rasmussen,0.0
warmth,0.0,3.25,amy wang,0.0
warmth,0.0,3.125,amy wood,0.0
warmth,0.0,3.0,andre robinson,0.0
warmth,0.0,2.875,andrew,0.0
warmth,0.0,3.25,angela,0.0
warmth,0.0,3.25,anne,0.0
warmth,0.0,2.875,anthony,0.0
warmth,0.0,2.75,antwan,0.0
warmth,0.0,3.25,arjun kumar,0.0
warmth,0.0,3.0,ashley,0.0
warmth,0.0,3.125,asif sheikh,0.0
warmth,0.0,3.25,austin,0.0
warmth,0.0,3.375,ava,0.0
warmth,0.0,2.375,babara,0.0
warmth,0.0,3.25,barbara,0.0
warmth,0.0,2.875,bill zhang,0.0
warmth,0.0,2.875,brad,0.0
warmth,0.0,3.0,bradley,0.0
warmth,0.0,2.625,brandom,0.0
warmth,0.0,2.75,brandon,0.0
warmth,0.0,3.25,brenda,0.0
warmth,0.0,2.875,brendan,0.0
warmth,0.0,2.75,brett,0.0
warmth,0.0,3.125,brianna,0.0
warmth,0.0,3.25,carol,0.0
warmth,0.0,3.125,carolyn,0.0
warmth,0.0,3.25,carrie,0.0
warmth,0.0,3.25,carrie johnson,0.0
warmth,0.0,3.125,carrie martin,0.0
warmth,0.0,2.75,chad,0.0
warmth,0.0,2.125,chales,0.0
