mode,axis,story_id,topic_idx,condition,label,direction,strength,margin,delta_margin,judgment_axis,steering_axis,direction_type,random_id,vector_kind
steering,warmth,low_warmth_t097_s00197,97,low_warmth,0,warmth,-0.05,-22.65625,0.03125,warmth,warmth,target,,denoised
steering,warmth,high_warmth_t019_s00004,19,high_warmth,1,warmth,0.0,17.8623046875,0.0,warmth,warmth,target,,denoised
steering,warmth,high_warmth_t003_s00028,3,high_warmth,1,warmth,0.0,17.7578125,0.0,warmth,warmth,target,,denoised
steering,warmth,high_warmth_t008_s00048,8,high_warmth,1,warmth,0.0,18.20703125,0.0,warmth,warmth,target,,denoised
steering,warmth,high_warmth_t035_s00092,35,high_warmth,1,warmth,0.0,18.78515625,0.0,warmth,warmth,target,,denoised
steering,warmth,high_warmth_t056_s00128,56,high_warmth,1,warmth,0.0,18.396484375,0.0,warmth,warmth,target,,denoised
steering,warmth,high_warmth_t057_s00132,57,high_warmth,1,warmth,0.0,17.578125,0.0,warmth,warmth,target,,denoised
steering,warmth,high_warmth_t066_s00140,66,high_warmth,1,warmth,0.0,18.4970703125,0.0,warmth,warmth,target,,denoised
steering,warmth,high_warmth_t078_s00164,78,high_warmth,1,warmth,0.0,18.3599853515625,0.0,warmth,warmth,target,,denoised
steering,warmth,high_warmth_t079_s00168,79,high_warmth,1,warmth,0.0,17.02734375,0.0,warmth,warmth,target,,denoised
steering,warmth,high_warmth_t097_s00196,97,high_warmth,1,warmth,0.0,18.87109375,0.0,warmth,warmth,target,,denoised
steering,warmth,low_warmth_t019_s00005,19,low_warmth,0,warmth,0.0,-21.65625,0.0,warmth,warmth,target,,denoised
steering,warmth,low_warmth_t003_s00029,3,low_warmth,0,warmth,0.0,-22.09375,0.0,warmth,warmth,target,,denoised
steering,warmth,low_warmth_t008_s00049,8,low_warmth,0,warmth,0.0,-22.25,0.0,warmth,warmth,target,,denoised
steering,warmth,low_warmth_t035_s00093,35,low_warmth,0,warmth,0.0,-19.765625,0.0,warmth,warmth,target,,denoised
steering,warmth,low_warmth_t056_s00129,56,low_warmth,0,warmth,0.0,-22.5625,0.0,warmth,warmth,target,,denoised
steering,warmth,low_warmth_t057_s00133,57,low_warmth,0,warmth,0.0,-22.71875,0.0,warmth,warmth,target,,denoised
steering,warmth,low_warmth_t066_s00141,66,low_warmth,0,warmth,0.0,-22.875,0.0,warmth,warmth,target,,denoised
steering,warmth,low_warmth_t078_s00165,78,low_warmth,0,warmth,0.0,-23.125,0.0,warmth,warmth,target,,denoised
steering,warmth,low_warmth_t079_s00169,79,low_warmth,0,warmth,0.0,-22.03125,0.0,warmth,warmth,target,,denoised
steering,warmth,low_warmth_t097_s00197,97,low_warmth,0,warmth,0.0,-22.6875,0.0,warmth,warmth,target,,denoised
steering,warmth,high_warmth_t019_s00004,19,high_warmth,1,warmth,0.05,18.3427734375,0.48046875,warmth,warmth,target,,denoised
steering,warmth,high_warmth_t003_s00028,3,high_warmth,1,warmth,0.05,18.3291015625,0.5712890625,warmth,warmth,target,,denoised
steering,warmth,high_warmth_t008_s00048,8,high_warmth,1,warmth,0.05,18.9140625,0.70703125,warmth,warmth,target,,denoised
steering,warmth,high_warmth_t035_s00092,35,high_warmth,1,warmth,0.05,19.4296875,0.64453125,warmth,warmth,target,,denoised
steering,warmth,high_warmth_t056_s00128,56,high_warmth,1,warmth,0.05,19.0625,0.666015625,warmth,warmth,target,,denoised
steering,warmth,high_warmth_t057_s00132,57,high_warmth,1,warmth,0.05,18.1005859375,0.5224609375,warmth,warmth,target,,denoised
steering,warmth,high_warmth_t066_s00140,66,high_warmth,1,warmth,0.05,19.0703125,0.5732421875,warmth,warmth,target,,denoised
steering,warmth,high_warmth_t078_s00164,78,high_warmth,1,warmth,0.05,19.328125,0.9681396484375,warmth,warmth,target,,denoised
steering,warmth,high_warmth_t079_s00168,79,high_warmth,1,warmth,0.05,17.705078125,0.677734375,warmth,warmth,target,,denoised
steering,warmth,high_warmth_t097_s00196,97,high_warmth,1,warmth,0.05,19.4296875,0.55859375,warmth,warmth,target,,denoised
steering,warmth,low_warmth_t019_s00005,19,low_warmth,0,warmth,0.05,-20.65625,1.0,warmth,warmth,target,,denoised
steering,warmth,low_warmth_t003_s00029,3,low_warmth,0,warmth,0.05,-21.09375,1.0,warmth,warmth,target,,denoised
steering,warmth,low_warmth_t008_s00049,8,low_warmth,0,warmth,0.05,-20.9375,1.3125,warmth,warmth,target,,denoised
steering,warmth,low_warmth_t035_s00093,35,low_warmth,0,warmth,0.05,-18.640625,1.125,warmth,warmth,target,,denoised
steering,warmth,low_warmth_t056_s00129,56,low_warmth,0,warmth,0.05,-21.59375,0.96875,warmth,warmth,target,,denoised
steering,warmth,low_warmth_t057_s00133,57,low_warmth,0,warmth,0.05,-21.6875,1.03125,warmth,warmth,target,,denoised
steering,warmth,low_warmth_t066_s00141,66,low_warmth,0,warmth,0.05,-22.25,0.625,warmth,warmth,target,,denoised
steering,warmth,low_warmth_t078_s00165,78,low_warmth,0,warmth,0.05,-22.3125,0.8125,warmth,warmth,target,,denoised
steering,warmth,low_warmth_t079_s00169,79,low_warmth,0,warmth,0.05,-20.84375,1.1875,warmth,warmth,target,,denoised
steering,warmth,low_warmth_t097_s00197,97,low_warmth,0,warmth,0.05,-21.6875,1.0,warmth,warmth,target,,denoised
steering,warmth,high_warmth_t019_s00004,19,high_warmth,1,warmth,0.1,18.9296875,1.0673828125,warmth,warmth,target,,denoised
steering,warmth,high_warmth_t003_s00028,3,high_warmth,1,warmth,0.1,18.71484375,0.95703125,warmth,warmth,target,,denoised
steering,warmth,high_warmth_t008_s00048,8,high_warmth,1,warmth,0.1,19.453125,1.24609375,warmth,warmth,target,,denoised
steering,warmth,high_warmth_t035_s00092,35,high_warmth,1,warmth,0.1,19.765625,0.98046875,warmth,warmth,target,,denoised
steering,warmth,high_warmth_t056_s00128,56,high_warmth,1,warmth,0.1,19.2421875,0.845703125,warmth,warmth,target,,denoised
steering,warmth,high_warmth_t057_s00132,57,high_warmth,1,warmth,0.1,18.701171875,1.123046875,warmth,warmth,target,,denoised
steering,warmth,high_warmth_t066_s00140,66,high_warmth,1,warmth,0.1,19.734375,1.2373046875,warmth,warmth,target,,denoised
steering,warmth,high_warmth_t078_s00164,78,high_warmth,1,warmth,0.1,19.921875,1.5618896484375,warmth,warmth,target,,denoised
steering,warmth,high_warmth_t079_s00168,79,high_warmth,1,warmth,0.1,18.33203125,1.3046875,warmth,warmth,target,,denoised
steering,warmth,high_warmth_t097_s00196,97,high_warmth,1,warmth,0.1,19.890625,1.01953125,warmth,warmth,target,,denoised
steering,warmth,low_warmth_t019_s00005,19,low_warmth,0,warmth,0.1,-18.890625,2.765625,warmth,warmth,target,,denoised
steering,warmth,low_warmth_t003_s00029,3,low_warmth,0,warmth,0.1,-19.4375,2.65625,warmth,warmth,target,,denoised
steering,warmth,low_warmth_t008_s00049,8,low_warmth,0,warmth,0.1,-19.1484375,3.1015625,warmth,warmth,target,,denoised
steering,warmth,low_warmth_t035_s00093,35,low_warmth,0,warmth,0.1,-16.8671875,2.8984375,warmth,warmth,target,,denoised
steering,warmth,low_warmth_t056_s00129,56,low_warmth,0,warmth,0.1,-19.8125,2.75,warmth,warmth,target,,denoised
steering,warmth,low_warmth_t057_s00133,57,low_warmth,0,warmth,0.1,-19.71875,3.0,warmth,warmth,target,,denoised
steering,warmth,low_warmth_t066_s00141,66,low_warmth,0,warmth,0.1,-20.421875,2.453125,warmth,warmth,target,,denoised
steering,warmth,low_warmth_t078_s00165,78,low_warmth,0,warmth,0.1,-20.390625,2.734375,warmth,warmth,target,,denoised
steering,warmth,low_warmth_t079_s00169,79,low_warmth,0,warmth,0.1,-19.421875,2.609375,warmth,warmth,target,,denoised
steering,warmth,low_warmth_t097_s00197,97,low_warmth,0,warmth,0.1,-20.21875,2.46875,warmth,warmth,target,,denoised
steering,warmth,high_warmth_t019_s00004,19,high_warmth,1,competence,-0.1,16.0546875,-1.8076171875,warmth,competence,cross_axis,,denoised
steering,warmth,high_warmth_t003_s00028,3,high_warmth,1,competence,-0.1,16.046875,-1.7109375,warmth,competence,cross_axis,,denoised
steering,warmth,high_warmth_t008_s00048,8,high_warmth,1,competence,-0.1,16.1328125,-2.07421875,warmth,competence,cross_axis,,denoised
steering,warmth,high_warmth_t035_s00092,35,high_warmth,1,competence,-0.1,17.09375,-1.69140625,warmth,competence,cross_axis,,denoised
steering,warmth,high_warmth_t056_s00128,56,high_warmth,1,competence,-0.1,16.296875,-2.099609375,warmth,competence,cross_axis,,denoised
steering,warmth,high_warmth_t057_s00132,57,high_warmth,1,competence,-0.1,14.953125,-2.625,warmth,competence,cross_axis,,denoised
steering,warmth,high_warmth_t066_s00140,66,high_warmth,1,competence,-0.1,16.125,-2.3720703125,warmth,competence,cross_axis,,denoised
steering,warmth,high_warmth_t078_s00164,78,high_warmth,1,competence,-0.1,15.984375,-2.3756103515625,warmth,competence,cross_axis,,denoised
steering,warmth,high_warmth_t079_s00168,79,high_warmth,1,competence,-0.1,14.671875,-2.35546875,warmth,competence,cross_axis,,denoised
steering,warmth,high_warmth_t097_s00196,97,high_warmth,1,competence,-0.1,16.3203125,-2.55078125,warmth,competence,cross_axis,,denoised
steering,warmth,low_warmth_t019_s00005,19,low_warmth,0,competence,-0.1,-22.03125,-0.375,warmth,competence,cross_axis,,denoised
steering,warmth,low_warmth_t003_s00029,3,low_warmth,0,competence,-0.1,-21.8125,0.28125,warmth,competence,cross_axis,,denoised
steering,warmth,low_warmth_t008_s00049,8,low_warmth,0,competence,-0.1,-22.78125,-0.53125,warmth,competence,cross_axis,,denoised
steering,warmth,low_warmth_t035_s00093,35,low_warmth,0,competence,-0.1,-20.1875,-0.421875,warmth,competence,cross_axis,,denoised
steering,warmth,low_warmth_t056_s00129,56,low_warmth,0,competence,-0.1,-22.625,-0.0625,warmth,competence,cross_axis,,denoised
steering,warmth,low_warmth_t057_s00133,57,low_warmth,0,competence,-0.1,-23.0625,-0.34375,warmth,competence,cross_axis,,denoised
steering,warmth,low_warmth_t066_s00141,66,low_warmth,0,competence,-0.1,-23.34375,-0.46875,warmth,competence,cross_axis,,denoised
steering,warmth,low_warmth_t078_s00165,78,low_warmth,0,competence,-0.1,-22.8125,0.3125,warmth,competence,cross_axis,,denoised
steering,warmth,low_warmth_t079_s00169,79,low_warmth,0,competence,-0.1,-22.46875,-0.4375,warmth,competence,cross_axis,,denoised
steering,warmth,low_warmth_t097_s00197,97,low_warmth,0,competence,-0.1,-22.40625,0.28125,warmth,competence,cross_axis,,denoised
steering,warmth,high_warmth_t019_s00004,19,high_warmth,1,competence,-0.05,16.8515625,-1.0107421875,warmth,competence,cross_axis,,denoised
steering,warmth,high_warmth_t003_s00028,3,high_warmth,1,competence,-0.05,16.9453125,-0.8125,warmth,competence,cross_axis,,denoised
steering,warmth,high_warmth_t008_s00048,8,high_warmth,1,competence,-0.05,17.0390625,-1.16796875,warmth,competence,cross_axis,,denoised
steering,warmth,high_warmth_t035_s00092,35,high_warmth,1,competence,-0.05,17.724609375,-1.060546875,warmth,competence,cross_axis,,denoised
steering,warmth,high_warmth_t056_s00128,56,high_warmth,1,competence,-0.05,17.482421875,-0.9140625,warmth,competence,cross_axis,,denoised
steering,warmth,high_warmth_t057_s00132,57,high_warmth,1,competence,-0.05,16.0625,-1.515625,warmth,competence,cross_axis,,denoised
steering,warmth,high_warmth_t066_s00140,66,high_warmth,1,competence,-0.05,17.3203125,-1.1767578125,warmth,competence,cross_axis,,denoised
steering,warmth,high_warmth_t078_s00164,78,high_warmth,1,competence,-0.05,17.078125,-1.2818603515625,warmth,competence,cross_axis,,denoised
steering,warmth,high_warmth_t079_s00168,79,high_warmth,1,competence,-0.05,15.9375,-1.08984375,warmth,competence,cross_axis,,denoised
steering,warmth,high_warmth_t097_s00196,97,high_warmth,1,competence,-0.05,17.52734375,-1.34375,warmth,competence,cross_axis,,denoised
steering,warmth,low_warmth_t019_s00005,19,low_warmth,0,competence,-0.05,-22.5,-0.84375,warmth,competence,cross_axis,,denoised
steering,warmth,low_warmth_t003_s00029,3,low_warmth,0,competence,-0.05,-22.46875,-0.375,warmth,competence,cross_axis,,denoised
steering,warmth,low_warmth_t008_s00049,8,low_warmth,0,competence,-0.05,-22.96875,-0.71875,warmth,competence,cross_axis,,denoised
steering,warmth,low_warmth_t035_s00093,35,low_warmth,0,competence,-0.05,-20.21875,-0.453125,warmth,competence,cross_axis,,denoised
steering,warmth,low_warmth_t056_s00129,56,low_warmth,0,competence,-0.05,-23.15625,-0.59375,warmth,competence,cross_axis,,denoised
steering,warmth,low_warmth_t057_s00133,57,low_warmth,0,competence,-0.05,-23.21875,-0.5,warmth,competence,cross_axis,,denoised
steering,warmth,low_warmth_t066_s00141,66,low_warmth,0,competence,-0.05,-24.0,-1.125,warmth,competence,cross_axis,,denoised
steering,warmth,low_warmth_t078_s00165,78,low_warmth,0,competence,-0.05,-23.375,-0.25,warmth,competence,cross_axis,,denoised
steering,warmth,low_warmth_t079_s00169,79,low_warmth,0,competence,-0.05,-22.78125,-0.75,warmth,competence,cross_axis,,denoised
steering,warmth,low_warmth_t097_s00197,97,low_warmth,0,competence,-0.05,-22.90625,-0.21875,warmth,competence,cross_axis,,denoised
steering,warmth,high_warmth_t019_s00004,19,high_warmth,1,competence,0.0,17.8623046875,0.0,warmth,competence,cross_axis,,denoised
steering,warmth,high_warmth_t003_s00028,3,high_warmth,1,competence,0.0,17.7578125,0.0,warmth,competence,cross_axis,,denoised
steering,warmth,high_warmth_t008_s00048,8,high_warmth,1,competence,0.0,18.20703125,0.0,warmth,competence,cross_axis,,denoised
steering,warmth,high_warmth_t035_s00092,35,high_warmth,1,competence,0.0,18.78515625,0.0,warmth,competence,cross_axis,,denoised
steering,warmth,high_warmth_t056_s00128,56,high_warmth,1,competence,0.0,18.396484375,0.0,warmth,competence,cross_axis,,denoised
steering,warmth,high_warmth_t057_s00132,57,high_warmth,1,competence,0.0,17.578125,0.0,warmth,competence,cross_axis,,denoised
steering,warmth,high_warmth_t066_s00140,66,high_warmth,1,competence,0.0,18.4970703125,0.0,warmth,competence,cross_axis,,denoised
steering,warmth,high_warmth_t078_s00164,78,high_warmth,1,competence,0.0,18.3599853515625,0.0,warmth,competence,cross_axis,,denoised
steering,warmth,high_warmth_t079_s00168,79,high_warmth,1,competence,0.0,17.02734375,0.0,warmth,competence,cross_axis,,denoised
steering,warmth,high_warmth_t097_s00196,97,high_warmth,1,competence,0.0,18.87109375,0.0,warmth,competence,cross_axis,,denoised
steering,warmth,low_warmth_t019_s00005,19,low_warmth,0,competence,0.0,-21.65625,0.0,warmth,competence,cross_axis,,denoised
steering,warmth,low_warmth_t003_s00029,3,low_warmth,0,competence,0.0,-22.09375,0.0,warmth,competence,cross_axis,,denoised
steering,warmth,low_warmth_t008_s00049,8,low_warmth,0,competence,0.0,-22.25,0.0,warmth,competence,cross_axis,,denoised
steering,warmth,low_warmth_t035_s00093,35,low_warmth,0,competence,0.0,-19.765625,0.0,warmth,competence,cross_axis,,denoised
steering,warmth,low_warmth_t056_s00129,56,low_warmth,0,competence,0.0,-22.5625,0.0,warmth,competence,cross_axis,,denoised
steering,warmth,low_warmth_t057_s00133,57,low_warmth,0,competence,0.0,-22.71875,0.0,warmth,competence,cross_axis,,denoised
steering,warmth,low_warmth_t066_s00141,66,low_warmth,0,competence,0.0,-22.875,0.0,warmth,competence,cross_axis,,denoised
steering,warmth,low_warmth_t078_s00165,78,low_warmth,0,competence,0.0,-23.125,0.0,warmth,competence,cross_axis,,denoised
steering,warmth,low_warmth_t079_s00169,79,low_warmth,0,competence,0.0,-22.03125,0.0,warmth,competence,cross_axis,,denoised
steering,warmth,low_warmth_t097_s00197,97,low_warmth,0,competence,0.0,-22.6875,0.0,warmth,competence,cross_axis,,denoised
steering,warmth,high_warmth_t019_s00004,19,high_warmth,1,competence,0.05,18.486328125,0.6240234375,warmth,competence,cross_axis,,denoised
steering,warmth,high_warmth_t003_s00028,3,high_warmth,1,competence,0.05,18.470703125,0.712890625,warmth,competence,cross_axis,,denoised
steering,warmth,high_warmth_t008_s00048,8,high_warmth,1,competence,0.05,18.93359375,0.7265625,warmth,competence,cross_axis,,denoised
steering,warmth,high_warmth_t035_s00092,35,high_warmth,1,competence,0.05,19.3046875,0.51953125,warmth,competence,cross_axis,,denoised
steering,warmth,high_warmth_t056_s00128,56,high_warmth,1,competence,0.05,19.0703125,0.673828125,warmth,competence,cross_axis,,denoised
steering,warmth,high_warmth_t057_s00132,57,high_warmth,1,competence,0.05,18.234375,0.65625,warmth,competence,cross_axis,,denoised
steering,warmth,high_warmth_t066_s00140,66,high_warmth,1,competence,0.05,19.0625,0.5654296875,warmth,competence,cross_axis,,denoised
steering,warmth,high_warmth_t078_s00164,78,high_warmth,1,competence,0.05,18.95703125,0.5970458984375,warmth,competence,cross_axis,,denoised
steering,warmth,high_warmth_t079_s00168,79,high_warmth,1,competence,0.05,17.828125,0.80078125,warmth,competence,cross_axis,,denoised
steering,warmth,high_warmth_t097_s00196,97,high_warmth,1,competence,0.05,19.453125,0.58203125,warmth,competence,cross_axis,,denoised
steering,warmth,low_warmth_t019_s00005,19,low_warmth,0,competence,0.05,-20.0625,1.59375,warmth,competence,cross_axis,,denoised
steering,warmth,low_warmth_t003_s00029,3,low_warmth,0,competence,0.05,-20.5625,1.53125,warmth,competence,cross_axis,,denoised
steering,warmth,low_warmth_t008_s00049,8,low_warmth,0,competence,0.05,-20.6875,1.5625,warmth,competence,cross_axis,,denoised
steering,warmth,low_warmth_t035_s00093,35,low_warmth,0,competence,0.05,-18.390625,1.375,warmth,competence,cross_axis,,denoised
steering,warmth,low_warmth_t056_s00129,56,low_warmth,0,competence,0.05,-20.875,1.6875,warmth,competence,cross_axis,,denoised
steering,warmth,low_warmth_t057_s00133,57,low_warmth,0,competence,0.05,-20.78125,1.9375,warmth,competence,cross_axis,,denoised
steering,warmth,low_warmth_t066_s00141,66,low_warmth,0,competence,0.05,-21.34375,1.53125,warmth,competence,cross_axis,,denoised
steering,warmth,low_warmth_t078_s00165,78,low_warmth,0,competence,0.05,-21.59375,1.53125,warmth,competence,cross_axis,,denoised
steering,warmth,low_warmth_t079_s00169,79,low_warmth,0,competence,0.05,-20.53125,1.5,warmth,competence,cross_axis,,denoised
steering,warmth,low_warmth_t097_s00197,97,low_warmth,0,competence,0.05,-21.125,1.5625,warmth,competence,cross_axis,,denoised
steering,warmth,high_warmth_t019_s00004,19,high_warmth,1,competence,0.1,18.890625,1.0283203125,warmth,competence,cross_axis,,denoised
steering,warmth,high_warmth_t003_s00028,3,high_warmth,1,competence,0.1,18.75,0.9921875,warmth,competence,cross_axis,,denoised
steering,warmth,high_warmth_t008_s00048,8,high_warmth,1,competence,0.1,19.34375,1.13671875,warmth,competence,cross_axis,,denoised
steering,warmth,high_warmth_t035_s00092,35,high_warmth,1,competence,0.1,19.8671875,1.08203125,warmth,competence,cross_axis,,denoised
steering,warmth,high_warmth_t056_s00128,56,high_warmth,1,competence,0.1,19.5703125,1.173828125,warmth,competence,cross_axis,,denoised
steering,warmth,high_warmth_t057_s00132,57,high_warmth,1,competence,0.1,18.681640625,1.103515625,warmth,competence,cross_axis,,denoised
steering,warmth,high_warmth_t066_s00140,66,high_warmth,1,competence,0.1,19.65625,1.1591796875,warmth,competence,cross_axis,,denoised
steering,warmth,high_warmth_t078_s00164,78,high_warmth,1,competence,0.1,19.7421875,1.3822021484375,warmth,competence,cross_axis,,denoised
steering,warmth,high_warmth_t079_s00168,79,high_warmth,1,competence,0.1,18.22607421875,1.19873046875,warmth,competence,cross_axis,,denoised
steering,warmth,high_warmth_t097_s00196,97,high_warmth,1,competence,0.1,20.0390625,1.16796875,warmth,competence,cross_axis,,denoised
steering,warmth,low_warmth_t019_s00005,19,low_warmth,0,competence,0.1,-18.109375,3.546875,warmth,competence,cross_axis,,denoised
steering,warmth,low_warmth_t003_s00029,3,low_warmth,0,competence,0.1,-18.25,3.84375,warmth,competence,cross_axis,,denoised
