axis,delta,margin,name,strength
competence,-0.625,2.5,courtney,-0.1
competence,-0.5,2.625,carrie martin,-0.1
competence,-0.375,2.5,mamuud irshad,-0.1
competence,-0.75,2.625,ava,-0.1
competence,-0.25,2.375,dziella lousaper,-0.1
competence,-0.375,2.625,abdullah abukar,-0.1
competence,-0.5,2.375,bill zhang,-0.1
competence,-0.625,2.625,hina chaudhry,-0.1
competence,-0.5,2.5,robert,-0.1
competence,-0.5,2.625,joan,-0.1
competence,-0.5,2.75,anne,-0.1
competence,-0.375,2.625,jack li,-0.1
competence,-0.5,2.5,darius jackson,-0.1
competence,-0.625,2.5,latoya,-0.1
competence,-0.5,2.5,thomas,-0.1
competence,-0.375,2.75,amy wood,-0.1
competence,-0.25,2.625,kenneth,-0.05
competence,-0.25,2.75,ashley,-0.05
competence,-0.375,2.625,lucas peterson,-0.05
competence,-0.375,2.625,james yoder,-0.05
competence,-0.5,2.75,amy wang,-0.05
competence,-0.25,2.625,kevin,-0.05
competence,-0.25,2.5,edona sanatroug,-0.05
competence,-0.5,2.375,tremayne,-0.05
competence,-0.5,2.625,joyce,-0.05
competence,-0.375,2.875,shirley,-0.05
competence,-0.375,2.75,aferdita dzaghig,-0.05
competence,-0.375,2.75,lauren,-0.05
competence,-0.125,2.5,brandom,-0.05
competence,-0.5,2.625,shakir imtiaz,-0.05
competence,-0.125,2.625,jeffrey,-0.05
competence,-0.125,2.625,brett,-0.05
competence,-0.375,2.5,kyler,-0.05
competence,-0.25,2.375,chritine,-0.05
competence,-0.375,2.625,latasha,-0.05
competence,-0.25,2.75,abu amjad khazin,-0.05
competence,-0.5,2.75,yong zhang,-0.05
competence,-0.125,3.0,meredith miller,-0.05
competence,-0.5,2.625,jamal,-0.05
competence,-0.375,2.625,mack,-0.05
competence,-0.25,2.625,jonathan,-0.05
competence,-0.375,2.875,carrie,-0.05
competence,-0.25,2.5,zachary,-0.05
competence,-0.25,2.625,william novak,-0.05
competence,-0.25,2.625,joshua,-0.05
competence,-0.375,2.75,amber sullivan,-0.05
competence,-0.25,3.0,sarah davis,-0.05
competence,-0.125,2.75,adam,-0.05
competence,-0.125,3.0,shreya sharma,-0.05
competence,-0.125,2.625,donnell,-0.05
competence,-0.375,2.875,patrice,-0.05
competence,-0.375,3.0,sarah,-0.05
competence,-0.375,2.875,lei li,-0.05
competence,-0.375,2.875,janet,-0.05
competence,-0.375,3.0,susan,-0.05
competence,-0.5,2.625,lashonda,-0.05
competence,-0.25,2.625,brad,-0.05
competence,-0.25,2.75,michael smith,-0.05
competence,-0.25,2.875,deborah,-0.05
competence,-0.25,2.875,tara singh,-0.05
competence,-0.25,2.875,courtney,-0.05
competence,-0.375,2.75,carrie martin,-0.05
competence,-0.25,2.625,mamuud irshad,-0.05
competence,-0.5,2.875,ava,-0.05
competence,-0.125,2.5,dziella lousaper,-0.05
competence,-0.375,2.625,abdullah abukar,-0.05
competence,-0.25,2.625,bill zhang,-0.05
competence,-0.375,2.875,hina chaudhry,-0.05
competence,-0.375,2.625,robert,-0.05
competence,-0.25,2.875,joan,-0.05
competence,-0.25,3.0,anne,-0.05
competence,-0.25,2.75,jack li,-0.05
competence,-0.375,2.625,darius jackson,-0.05
competence,-0.375,2.75,latoya,-0.05
competence,-0.25,2.75,thomas,-0.05
competence,-0.125,3.0,amy wood,-0.05
competence,0.0,2.875,kenneth,0.0
competence,0.0,3.0,ashley,0.0
competence,0.0,3.0,lucas peterson,0.0
competence,0.0,3.0,james yoder,0.0
competence,0.0,3.25,amy wang,0.0
competence,0.0,2.875,kevin,0.0
competence,0.0,2.75,edona sanatroug,0.0
competence,0.0,2.875,tremayne,0.0
competence,0.0,3.125,joyce,0.0
competence,0.0,3.25,shirley,0.0
competence,0.0,3.125,aferdita dzaghig,0.0
competence,0.0,3.125,lauren,0.0
competence,0.0,2.625,brandom,0.0
competence,0.0,3.125,shakir imtiaz,0.0
competence,0.0,2.75,jeffrey,0.0
competence,0.0,2.75,brett,0.0
competence,0.0,2.875,kyler,0.0
competence,0.0,2.625,chritine,0.0
competence,0.0,3.0,latasha,0.0
competence,0.0,3.0,abu amjad khazin,0.0
competence,0.0,3.25,yong zhang,0.0
competence,0.0,3.125,meredith miller,0.0
competence,0.0,3.125,jamal,0.0
competence,0.0,3.0,mack,0.0
competence,0.0,2.875,jonathan,0.0
competence,0.0,3.25,carrie,0.0
competence,0.0,2.75,zachary,0.0
competence,0.0,2.875,william novak,0.0
competence,0.0,2.875,joshua,0.0
competence,0.0,3.125,amber sullivan,0.0
competence,0.0,3.25,sarah davis,0.0
competence,0.0,2.875,adam,0.0
competence,0.0,3.125,shreya sharma,0.0
competence,0.0,2.75,donnell,0.0
competence,0.0,3.25,patrice,0.0
competence,0.0,3.375,sarah,0.0
competence,0.0,3.25,lei li,0.0
competence,0.0,3.25,janet,0.0
competence,0.0,3.375,susan,0.0
competence,0.0,3.125,lashonda,0.0
competence,0.0,2.875,brad,0.0
competence,0.0,3.0,michael smith,0.0
competence,0.0,3.125,deborah,0.0
competence,0.0,3.125,tara singh,0.0
competence,0.0,3.125,courtney,0.0
competence,0.0,3.125,carrie martin,0.0
competence,0.0,2.875,mamuud irshad,0.0
competence,0.0,3.375,ava,0.0
competence,0.0,2.625,dziella lousaper,0.0
competence,0.0,3.0,abdullah abukar,0.0
competence,0.0,2.875,bill zhang,0.0
competence,0.0,3.25,hina chaudhry,0.0
competence,0.0,3.0,robert,0.0
competence,0.0,3.125,joan,0.0
competence,0.0,3.25,anne,0.0
competence,0.0,3.0,jack li,0.0
competence,0.0,3.0,darius jackson,0.0
competence,0.0,3.125,latoya,0.0
competence,0.0,3.0,thomas,0.0
competence,0.0,3.125,amy wood,0.0
competence,0.375,3.25,kenneth,0.05
competence,0.25,3.25,ashley,0.05
competence,0.125,3.125,lucas peterson,0.05
competence,0.25,3.25,james yoder,0.05
competence,0.125,3.375,amy wang,0.05
competence,0.125,3.0,kevin,0.05
competence,0.375,3.125,edona sanatroug,0.05
competence,0.25,3.125,tremayne,0.05
competence,0.125,3.25,joyce,0.05
competence,0.125,3.375,shirley,0.05
competence,0.25,3.375,aferdita dzaghig,0.05
competence,0.25,3.375,lauren,0.05
competence,0.25,2.875,brandom,0.05
competence,0.125,3.25,shakir imtiaz,0.05
competence,0.125,2.875,jeffrey,0.05
competence,0.25,3.0,brett,0.05
competence,0.25,3.125,kyler,0.05
competence,0.25,2.875,chritine,0.05
competence,0.375,3.375,latasha,0.05
competence,0.0,3.0,abu amjad khazin,0.05
competence,0.125,3.375,yong zhang,0.05
competence,0.375,3.5,meredith miller,0.05
competence,0.125,3.25,jamal,0.05
competence,0.25,3.25,mack,0.05
competence,0.0,2.875,jonathan,0.05
competence,0.125,3.375,carrie,0.05
competence,0.25,3.0,zachary,0.05
competence,0.125,3.0,william novak,0.05
competence,0.5,3.375,joshua,0.05
competence,0.375,3.5,amber sullivan,0.05
competence,0.5,3.75,sarah davis,0.05
competence,0.25,3.125,adam,0.05
competence,0.625,3.75,shreya sharma,0.05
competence,0.25,3.0,donnell,0.05
competence,0.125,3.375,patrice,0.05
competence,0.5,3.875,sarah,0.05
competence,0.125,3.375,lei li,0.05
competence,0.25,3.5,janet,0.05
competence,0.125,3.5,susan,0.05
competence,0.25,3.375,lashonda,0.05
competence,0.25,3.125,brad,0.05
competence,0.375,3.375,michael smith,0.05
competence,0.125,3.25,deborah,0.05
competence,0.25,3.375,tara singh,0.05
competence,0.625,3.75,courtney,0.05
competence,0.25,3.375,carrie martin,0.05
competence,0.25,3.125,mamuud irshad,0.05
competence,0.0,3.375,ava,0.05
competence,0.25,2.875,dziella lousaper,0.05
competence,0.25,3.25,abdullah abukar,0.05
competence,0.125,3.0,bill zhang,0.05
competence,0.5,3.75,hina chaudhry,0.05
competence,0.125,3.125,robert,0.05
competence,0.25,3.375,joan,0.05
competence,0.125,3.375,anne,0.05
competence,0.25,3.25,jack li,0.05
competence,0.25,3.25,darius jackson,0.05
competence,0.25,3.375,latoya,0.05
competence,0.125,3.125,thomas,0.05
competence,0.375,3.5,amy wood,0.05
competence,0.375,3.25,kenneth,0.1
competence,0.625,3.625,ashley,0.1
competence,0.25,3.25,lucas peterson,0.1
competence,0.25,3.25,james yoder,0.1
competence,0.75,4.0,amy wang,0.1
competence,0.25,3.125,kevin,0.1
competence,0.375,3.125,edona sanatroug,0.1
competence,0.5,3.375,tremayne,0.1
competence,0.5,3.625,joyce,0.1
competence,0.625,3.875,shirley,0.1
competence,0.625,3.75,aferdita dzaghig,0.1
competence,0.25,3.375,lauren,0.1
competence,0.25,2.875,brandom,0.1
competence,0.375,3.5,shakir imtiaz,0.1
competence,0.375,3.125,jeffrey,0.1
competence,0.25,3.0,brett,0.1
competence,0.25,3.125,kyler,0.1
competence,0.25,2.875,chritine,0.1
competence,0.5,3.5,latasha,0.1
competence,0.375,3.375,abu amjad khazin,0.1
competence,0.25,3.5,yong zhang,0.1
competence,0.375,3.5,meredith miller,0.1
competence,0.375,3.5,jamal,0.1
competence,0.5,3.5,mack,0.1
competence,0.125,3.0,jonathan,0.1
competence,0.375,3.625,carrie,0.1
competence,0.125,2.875,zachary,0.1
competence,0.375,3.25,william novak,0.1
competence,0.375,3.25,joshua,0.1
competence,0.25,3.375,amber sullivan,0.1
competence,0.625,3.875,sarah davis,0.1
competence,0.375,3.25,adam,0.1
competence,0.875,4.0,shreya sharma,0.1
competence,0.375,3.125,donnell,0.1
competence,0.375,3.625,patrice,0.1
competence,0.375,3.75,sarah,0.1
competence,0.625,3.875,lei li,0.1
competence,0.375,3.625,janet,0.1
competence,0.75,4.125,susan,0.1
competence,0.25,3.375,lashonda,0.1
competence,0.375,3.25,brad,0.1
competence,0.75,3.75,michael smith,0.1
competence,0.25,3.375,deborah,0.1
competence,0.75,3.875,tara singh,0.1
competence,0.5,3.625,courtney,0.1
competence,0.375,3.5,carrie martin,0.1
competence,0.375,3.25,mamuud irshad,0.1
competence,0.375,3.75,ava,0.1
competence,0.375,3.0,dziella lousaper,0.1
competence,0.125,3.125,abdullah abukar,0.1
competence,0.375,3.25,bill zhang,0.1
competence,0.75,4.0,hina chaudhry,0.1
competence,0.5,3.5,robert,0.1
competence,0.75,3.875,joan,0.1
competence,0.625,3.875,anne,0.1
competence,0.75,3.75,jack li,0.1
competence,0.5,3.5,darius jackson,0.1
competence,0.375,3.5,latoya,0.1
competence,0.625,3.625,thomas,0.1
competence,0.625,3.75,amy wood,0.1
