callback_margin,human_competent,human_warm,model_competence,model_warmth,n_raters,name,study
5.375,48.42574257425743,50.396039603960396,8.1608182345129,5.118358658792809,202,donnell,flake_leasure
5.375,72.0,70.0,8.202649890703546,5.224285982541555,1,dorothy,neumark
4.5,52.82051282051282,49.72649572649573,8.048518722081432,4.945484773176043,117,dziella lousaper,jacquemet
5.375,49.669934640522875,51.80065359477124,7.9528616828952385,5.109396694875156,306,ebony,bertrand
5.25,49.73,49.16,8.06940941518273,5.098447471127369,100,ebony booker,nunley
5.5,60.88235294117647,61.76470588235294,8.217111395824846,5.222828778140043,51,ebony williams,jacquemet
5.0,45.702127659574465,40.53191489361702,7.914690765100402,5.308012366994948,47,edona sanastroug,jacquemet
5.125,65.47619047619048,58.22222222222222,7.863095248796109,5.317008726617089,63,edona sanatroug,jacquemet
5.25,73.33333333333333,57.666666666666664,8.382054767611477,5.235375050531686,3,edward,neumark
5.5,64.90228013029316,66.26384364820846,8.32512249926886,5.336410113791978,307,emily,bertrand
5.5,70.42857142857143,76.28571428571429,8.592327375758952,5.510199045637988,14,emily brown,oreopoulos
5.5,68.33333333333333,77.66666666666667,8.20094795553732,5.351920900134518,3,emma,neumark
5.375,80.3076923076923,52.46153846153846,8.579245223019958,5.3493729146804485,13,eric wang,oreopoulos
5.375,63.0,64.1980198019802,7.916467730256872,5.0172578757947415,202,erin,flake_leasure
5.375,68.0,30.333333333333332,8.484013717368045,5.3828872487082915,3,ethan,neumark
5.375,62.25,53.5,7.799341954829053,4.927551202857992,12,fang wang,oreopoulos
5.5,43.42307692307692,44.67307692307692,7.916533884026382,5.181327687980095,52,fathia hassan,gorzig
5.5,42.888888888888886,53.666666666666664,8.217459513115147,5.567095528020382,9,fatima sheikh,oreopoulos
5.125,51.333333333333336,37.166666666666664,8.394931569778601,5.28256835812617,6,frank,neumark
5.125,57.02608695652174,49.26086956521739,7.6478171971914986,4.8475462983521505,115,gadarine besnik,jacquemet
5.25,63.22402597402598,53.003246753246756,8.344502425398607,5.234565970412564,308,geoffrey,bertrand
5.375,54.0,50.0,8.337422680173463,5.2777281869664145,1,george,neumark
5.25,63.557003257328994,58.03583061889251,8.337562187485855,5.296634491853847,307,greg,bertrand
5.375,78.42857142857143,70.71428571428571,8.492206379902374,5.295881817600934,14,greg johnson,oreopoulos
5.375,50.95424836601307,45.57516339869281,8.510622161641923,5.358034928362661,306,hakim,bertrand
5.375,72.0,76.0,7.933798195286849,5.083238275294172,2,hannah,neumark
5.5,55.333333333333336,45.22222222222222,8.001452882157437,5.10910424189465,9,hassan khan,oreopoulos
5.5,58.67763157894737,62.20065789473684,8.300265467861953,5.340661189474595,304,heather,farber
5.375,56.22222222222222,48.666666666666664,7.8662066006753975,5.079984622006355,9,hina chaudhry,oreopoulos
5.5,51.09756097560975,55.170731707317074,8.591202512842676,5.623187282473139,41,imani williams,gorzig
5.5,59.5,55.5,7.989432427661479,5.174988230008341,2,isabella,neumark
5.5,73.5,51.1875,8.480287685208566,5.306326065094922,16,jack li,oreopoulos
5.375,64.61274509803921,59.27450980392157,8.409824171641429,5.354377499207777,204,jacob,flake_leasure
5.375,66.70212765957447,54.61702127659574,8.585067631458724,5.370122716664652,47,jacob myers,gorzig
5.25,63.91,51.22,8.452127250634177,5.337360979411567,100,jake kelly,nunley
5.5,55.372093023255815,56.093023255813954,8.441646789697351,5.208491201060498,43,jalen harris,gorzig
5.5,50.31372549019608,48.56535947712418,8.353910194707192,5.517486147708249,306,jamal,bertrand
5.625,73.16666666666667,60.111111111111114,8.416069501585664,5.203673453136261,18,james liu,oreopoulos
5.5,73.5813953488372,64.37209302325581,8.053054407476052,4.996882230814361,43,james yoder,widner
5.5,73.0,75.0,8.145267614569649,5.24509403633337,1,janet,neumark
5.5,57.77,48.08,7.98258479428305,5.160334453094171,100,janice,farber
5.5,62.63809523809524,64.27619047619048,8.722990795938491,5.584820080267654,105,jasmine washington,jacquemet
5.375,66.18137254901961,58.416666666666664,8.415336505460571,5.342458694533592,204,jason,flake_leasure
5.375,60.045901639344265,56.039087947882734,8.252449782000603,5.199285217925967,307,jay,bertrand
5.5,26.0,46.0,8.422106040924664,5.284500920278795,1,jeffrey,neumark
5.5,60.295081967213115,64.44262295081967,8.300940474477656,5.320322526092002,305,jennifer,farber
5.625,65.46153846153847,52.38461538461539,8.578951941281407,5.510442773705233,13,jennifer li,oreopoulos
5.375,63.0,58.198019801980195,8.230403978717408,5.203740424361821,202,jeremy,flake_leasure
5.5,51.16938110749186,49.74918566775244,7.787622465266017,4.998873508281756,307,jermaine,bertrand
5.375,42.5,57.5,8.369945112866716,5.274862494270678,2,jerry,neumark
5.375,60.8252427184466,60.932038834951456,8.015408490756284,5.084297289476218,309,jill,bertrand
5.5,69.93333333333334,61.93333333333333,7.92997662236748,4.894683606212916,15,jill wilson,oreopoulos
5.25,46.0,52.5,7.905460313410714,5.029686581604045,2,jilue,neumark
5.375,62.75247524752475,53.48514851485149,7.774714054441664,4.921379812360431,101,joan,farber
5.375,28.0,44.0,8.32219489965099,5.182392058417799,1,john,neumark
5.375,80.25,63.833333333333336,8.49429011700423,5.20022549313388,12,john martin,oreopoulos
5.375,71.65,55.275,8.4266618898811,5.169761720754215,40,john mueller,widner
5.375,54.5,63.5,8.406032557325858,5.3663680252290895,4,jonathan,neumark
5.25,65.0,67.0,7.819588862349912,4.971773617127869,1,jonathon,neumark
5.375,37.5,42.5,8.18088514504853,5.128793655883625,2,joseph,neumark
5.375,66.54187192118226,62.689655172413794,8.439834901964566,5.338074471006577,203,joshua,flake_leasure
5.375,65.0,54.0,8.003962140513991,4.999866234853701,1,joyce,neumark
5.5,65.0,25.0,8.24530833217762,5.200806827966368,1,judith,neumark
5.375,16.0,24.0,8.123101491352925,5.167451210051181,1,judy,neumark
5.5,62.12807881773399,68.24630541871922,7.917140353373505,5.074557736139276,203,julie,flake_leasure
5.375,63.31707317073171,61.204878048780486,8.258376606626879,5.2426811541624465,205,justin,flake_leasure
5.375,52.188925081433226,49.09120521172638,8.451711267284086,5.577979161230834,307,kareem,bertrand
5.375,35.0,40.0,8.176622288043095,5.206494168727773,1,karen,neumark
5.5,84.0,86.0,7.972373570905885,5.181317797673361,1,kayla,neumark
5.625,48.57142857142857,51.36363636363637,7.956317345570277,5.200805011824237,308,keisha,bertrand
5.375,56.5,68.75,8.446308202714143,5.323241003649281,4,kenneth,neumark
5.25,53.05555555555556,54.571895424836605,7.8043572699678165,4.925744010299408,306,kenya,bertrand
5.375,21.0,61.0,8.4501642834057,5.319531120968123,1,kevin,neumark
5.25,40.851063829787236,33.148936170212764,7.998138658734888,5.258284178049846,47,khalid bahdoon,gorzig
4.75,62.0,49.333333333333336,7.7828612588032335,5.081963526250408,3,kimberely,neumark
5.375,60.0,60.0,8.224910246005777,5.375032203125704,1,kimberley,neumark
5.5,38.0,40.0,8.377405381570227,5.282859846071064,1,kimberly,neumark
5.375,61.87581699346405,63.251633986928105,8.350229551533484,5.365535590190605,306,kristen,bertrand
5.5,65.78846153846153,69.78846153846153,8.584722972658783,5.481179908341523,52,kristen smith,jacquemet
5.25,58.5,58.5,8.469615154466995,5.36120392203664,2,kyle,neumark
5.25,33.0,82.0,7.658297898047863,4.873521970529426,2,kyler,neumark
5.375,40.31683168316832,44.53465346534654,7.900639296886608,5.153646193275495,202,lakeisha,flake_leasure
5.25,42.12,45.71287128712871,7.927491893943241,5.2081355946061265,202,lakesha,flake_leasure
5.375,46.756493506493506,49.077922077922075,7.905973484827288,5.2460105314013,308,lakisha,bertrand
5.5,45.32,49.88,7.990271013710167,5.234558330292329,50,lakisha jones,jacquemet
5.375,47.45,46.51,7.971579191606569,5.002059611361198,200,lamar,flake_leasure
5.375,48.06930693069307,46.45544554455446,7.946561431964767,4.992462916997601,202,lamont,flake_leasure
5.125,63.5,50.0,8.35037529103606,5.222255349717432,2,larry,neumark
5.25,42.91089108910891,46.12871287128713,8.22604542720275,5.28210550958204,202,lashonda,flake_leasure
5.5,42.257425742574256,46.118811881188115,8.213242038872572,5.390701344454513,202,latasha,flake_leasure
5.5,42.68,44.584158415841586,7.959295474835139,5.259889377071026,202,latisha,flake_leasure
5.25,46.77922077922078,50.06818181818182,8.1616159201242,5.331755185159146,308,latonya,bertrand
5.5,49.509803921568626,50.02287581699346,8.067804589372784,5.264030166584705,306,latoya,bertrand
5.375,55.2,58.2,8.24185419167558,5.257075245811524,40,latoya brown,jacquemet
5.625,60.38235294117647,62.80392156862745,8.144510174568952,5.2390284441017085,102,lauren,farber
5.375,61.77124183006536,62.87908496732026,7.926444373890798,5.044384752963579,306,laurie,bertrand
5.125,69.22,68.0,7.930499595155357,5.02352629860933,50,laurie anderson,jacquemet
5.375,40.475247524752476,45.06930693069307,7.986598829819265,4.959173293840059,202,lawanda,flake_leasure
5.375,76.88888888888889,64.66666666666667,8.06781683142385,5.035842119329974,18,lei li,oreopoulos
5.25,53.50491803278688,51.60655737704918,8.214327509686644,5.2650059187365805,305,leroy,bertrand
5.375,64.03883495145631,55.10679611650485,8.316643415485547,5.200095531028751,103,linda,farber
5.375,53.666666666666664,54.0,8.154430115478718,5.252637526098779,3,lisa,neumark
5.25,59.48756218905473,63.417910447761194,7.938396308233045,5.01339707677641,201,lori,flake_leasure
5.5,73.25,59.8,8.704048845200326,5.4862167109702495,60,lucas peterson,gorzig
5.125,67.4,58.8,8.150216807037497,5.1102448061305,10,lukas minsopoulos,oreopoulos
5.25,61.0,61.5,8.380914474241068,5.245678315640081,2,mack,neumark
5.0,46.70909090909091,36.14545454545455,7.80179556738248,4.907440040140605,55,mamuud irshad,widner
5.5,78.0,45.0,8.311395987964653,5.325800971776283,1,margaret,neumark
5.375,73.0,67.0,8.464506280936895,5.310436136341039,2,mark,neumark
5.25,46.7029702970297,47.32673267326733,8.05740017843048,4.907454070301961,202,marquis,flake_leasure
5.5,63.663366336633665,66.05940594059406,8.211215978225958,5.2491474890503635,101,mary,farber
5.375,67.13311688311688,59.8051948051948,8.405458617695707,5.3133413853460345,308,matthew,bertrand
5.5,74.57142857142857,69.42857142857143,8.611220486438754,5.362982281568051,14,matthew wilson,oreopoulos
5.375,52.68316831683168,52.0,8.152601221805163,5.146836243961911,202,maurice,flake_leasure
5.5,56.5,46.0,7.880011356173616,4.966843993337273,2,may,neumark
5.75,71.9,65.9,8.728197235541423,5.810859554928845,10,maya kumar,oreopoulos
5.5,71.0,55.0,8.14276917134084,5.258333144303661,1,megan,neumark
5.5,76.5,87.5,8.15640411233611,5.17105090317357,2,melissa,neumark
5.25,63.254901960784316,63.19607843137255,8.109583368880159,5.1652095950486,306,meredith,bertrand
5.5,67.19607843137256,64.31372549019608,8.335914163128155,5.218097349682548,51,meredith miller,jacquemet
5.375,77.34782608695652,51.76086956521739,8.542923388207392,5.2788066081014975,46,michael schwartz,widner
5.5,79.625,76.75,8.529670999675652,5.401482256932893,8,michael smith,oreopoulos
5.125,55.0,15.0,8.008328778667272,5.129502307639286,1,michell,neumark
5.5,35.0,37.5,8.050198841189093,5.184310344962926,2,michelle,neumark
5.5,67.5,47.5,8.202111419885627,5.255411190173839,4,michelle wang,oreopoulos
5.5,64.375,56.75,8.059491883272145,5.023033372970533,8,min liu,oreopoulos
5.25,50.663366336633665,60.59405940594059,7.997663691878292,5.20041406359327,202,misty,flake_leasure
5.5,68.71428571428571,62.57142857142857,8.365949855744256,5.229733781146418,14,monica liu,oreopoulos
5.375,51.666666666666664,46.55555555555556,7.753299737982106,4.898480191092048,9,na li,oreopoulos
5.375,40.0,35.0,8.086582009896134,5.173649970645753,1,nancy,neumark
5.25,49.0,61.0,8.049833381552347,5.260554657864937,1,natalie,neumark
5.25,67.57711442786069,61.92537313432836,8.495572079866935,5.44905641104352,201,nathan,flake_leasure
5.25,65.47368421052632,55.86601307189542,7.947457069651065,5.0523175278939405,306,neil,bertrand
5.375,57.06896551724138,59.58620689655172,8.270365749800007,5.2241846489058,58,nia jackson,gorzig
5.125,64.57142857142857,62.357142857142854,7.977770654351775,5.151344863061844,14,nicole minsopoulos,oreopoulos
5.5,42.0,29.333333333333332,8.050325664603475,5.082499894891893,3,pamela,neumark
5.25,62.5,42.388888888888886,8.06553336360623,5.168446761930493,18,panav singh,oreopoulos
5.5,52.26732673267327,55.89108910891089,8.046932950756016,5.114585847502276,202,patrice,flake_leasure
5.375,46.0,36.0,8.069187490472554,5.068543856987065,2,patricia,neumark
5.375,74.0,75.0,8.263900213837196,5.22686159609155,1,paul,neumark
5.25,17.0,20.0,8.398010830027369,5.218133719360317,1,phillips,neumark
5.625,61.888888888888886,52.77777777777778,8.212380335138384,5.672981777835899,9,priyanka kaur,oreopoulos
5.375,45.175,30.65,7.806611440569587,4.865974012650817,40,qahhar kazim,widner
5.25,54.6,38.2,7.675101321695198,5.17053470611522,10,rabab saeed,oreopoulos
5.5,60.0,65.0,8.305006746596737,5.3377566192711114,1,rachel,neumark
5.0,60.61538461538461,47.30769230769231,7.9217741847812,5.214294173159772,13,rahul kaur,oreopoulos
5.375,52.09771986970684,46.14657980456026,8.10705563983705,5.366745383563034,307,rasheed,bertrand
5.5,60.681592039801,64.29850746268657,8.317233869217251,5.327208161991604,201,rebecca,flake_leasure
5.375,64.0,50.663366336633665,7.81363053189964,4.962368590326242,202,reginald,flake_leasure
5.375,4.0,6.0,8.382944643239773,5.25595066782584,1,richard,neumark
5.375,61.5,72.0,8.494891229902695,5.300475299367492,4,robert,neumark
5.375,69.73170731707317,46.63414634146341,8.267935573154165,5.077776718525164,41,robert krueger,widner
5.375,55.415841584158414,48.881188118811885,8.236763688001126,5.255351215205681,202,roderick,flake_leasure
5.375,62.75,71.58,8.170034812225685,5.230847956026814,100,rose,farber
5.375,66.66666666666667,63.333333333333336,8.394571486545834,5.35762233081179,3,ryan,neumark
5.5,51.0,47.0,8.305190251555567,5.401822437289071,1,samantha,neumark
5.5,65.07692307692308,48.23076923076923,8.344007992862078,5.429226798030353,13,samir sharma,oreopoulos
5.625,68.57142857142857,62.642857142857146,8.164422431501569,5.326754646309565,14,sana khan,oreopoulos
5.5,90.0,80.0,8.032043994364287,5.170178464145009,1,sandra,neumark
5.5,65.13486842105263,64.34868421052632,8.131061553093947,5.334506547428152,304,sarah,bertrand
5.5,62.979166666666664,66.27083333333333,8.29938767033353,5.351244631448996,48,sarah davis,jacquemet
5.25,66.33168316831683,60.49009900990099,8.408282711114316,5.252131899199926,202,scott,flake_leasure
5.5,43.08695652173913,39.34782608695652,7.945988003157397,5.037216325769368,46,shakir imtiaz,widner
5.375,57.03,53.19,8.092372196862947,5.184218799439046,100,shannon,farber
5.375,45.0,39.0,8.29940821328682,5.285519121195489,1,sharon,neumark
5.375,48.5,69.0,7.875135004290665,5.019380317462098,2,shirley,neumark
5.5,62.785714285714285,56.42857142857143,8.218750701185034,5.359543216818875,14,shreya sharma,oreopoulos
5.25,57.846846846846844,52.027027027027025,7.946400783036785,5.22110032286475,111,sofiko kushtrim,jacquemet
3.25,52.75,34.0,7.733406464566933,4.744736872430339,4,steohen,neumark
5.5,76.0,91.0,8.31358978940892,5.348601652338747,1,stephanie,neumark
5.25,91.0,55.0,8.177691723954455,5.102729196131035,1,stephen,neumark
5.375,44.0,49.5,8.283298496486715,5.186428913012008,2,steven,neumark
5.5,60.625,58.838815789473685,8.211238844985562,5.295965336278467,304,susan,farber
5.375,43.46,44.49,7.849190213257678,5.097375922071864,200,tameka,flake_leasure
5.5,48.745098039215684,50.20779220779221,7.937982984120389,5.208625302486744,308,tamika,bertrand
5.375,70.5,50.5,7.778390445272552,4.952453309039127,2,tammy,neumark
5.375,48.43322475570032,50.299674267100976,7.886542389824458,5.202904492225478,307,tanisha,bertrand
5.375,49.411764705882355,54.35294117647059,7.999703037048445,5.118834589746503,51,tanisha white,jacquemet
5.375,73.27272727272727,44.81818181818182,8.22623816084132,5.086874369010814,11,tao wang,oreopoulos
5.5,68.11111111111111,64.77777777777777,8.0507982227315,5.217941279265495,9,tara singh,oreopoulos
5.5,40.7029702970297,42.663366336633665,8.388181563274543,5.615801776995877,202,tawanda,flake_leasure
5.375,45.0,49.0,7.974319105939016,5.135712185697436,1,teresa,neumark
5.375,52.56435643564357,50.23762376237624,7.964178823507034,5.106899239351914,202,terrance,flake_leasure
5.25,46.42574257425743,47.37623762376238,8.076859443990504,5.114049705182748,202,terrell,flake_leasure
5.375,82.0,74.0,8.253196465738807,5.171253940242124,1,thomas,neumark
5.375,41.666666666666664,42.0,8.399137172406956,5.231466242169947,3,timothy,neumark
4.625,33.0,40.0,7.911957078874629,4.860953047638609,1,timoty,neumark
5.25,59.98371335504886,54.69055374592834,8.31857979371316,5.179994191387648,307,todd,bertrand
5.375,40.603960396039604,43.198019801980195,7.9153227722159665,5.072462593285628,202,tomeka,flake_leasure
5.375,45.5,41.0,8.006077832054151,5.046669696598345,4,tracy,neumark
5.25,45.28664495114006,46.33876221498371,8.100882006984355,5.113121796816805,307,tremayne,bertrand
5.25,55.333333333333336,54.0,8.286309289415353,5.289154070008159,3,tyler,neumark
5.25,48.29545454545455,45.87012987012987,8.137141834763188,5.224124790996926,308,tyrone,bertrand
5.375,60.0,70.0,8.295790493602858,5.326111608286162,1,victoria,neumark
5.625,74.33333333333333,64.16666666666667,7.9764355796220485,5.068341141528302,6,vivian zhang,oreopoulos
5.0,73.66666666666667,71.66666666666667,7.881269955982538,4.817012334989846,3,wiliam,neumark
5.375,47.0,49.333333333333336,8.430187900941984,5.224237909199747,3,william,neumark
5.25,77.58333333333333,56.1875,8.273554917775135,5.091220463816214,48,william novak,widner
5.5,59.285714285714285,54.02040816326531,8.68845550212854,5.402397328832752,49,xavier washington,gorzig
5.375,75.5,53.92857142857143,7.8169993218045555,4.980048851289767,14,xiuying zhang,oreopoulos
5.375,63.666666666666664,36.44444444444444,7.885772533435231,4.8494678198881545,9,yong zhang,oreopoulos
5.375,54.5,55.75,8.565687175654848,5.416101771016082,4,zachary,neumark
